name,playerId,teamId,teamName,age,height,weight,positionText,season
Andrei Ratiu,372331,64,Rayo Vallecano,28,183,75,Defender,2026_27
Luis Rioja,381713,55,Valencia,32,175,68,Forward,2026_27
Ramón Enríquez,448289,69,Malaga,25,173,68,Midfielder,2026_27
Sebastián Boselli,484251,819,Getafe,22,183,80,Defender,2026_27
Héctor Bellerín,125211,54,Real Betis,31,178,74,Defender,2026_27
Job Ochieng,599413,68,Real Sociedad,23,185,75,Forward,2026_27
Federico Redondo,419616,833,Elche,23,188,78,Midfielder,2026_27
Kareem Tunde,604365,832,Levante,21,177,0,Forward,2026_27
Giorgi Guliashvili,460461,56,Racing Santander,24,176,66,Forward,2026_27
Jean Valou,544767,819,Getafe,20,188,98,Defender,2026_27
Arnau Martínez,444239,55,Valencia,23,182,72,Defender,2026_27
Matías Dituro,422916,833,Elche,39,191,86,Goalkeeper,2026_27
Luken Beitia,546570,68,Real Sociedad,22,191,77,Defender,2026_27
