playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
76662.0,Jan Oblak,63,h,1993908,3,4,22,0,36
80764.0,Koke,63,h,1993908,2,1,37,4,46
97659.0,Gerard Moreno,839,a,1993908,1,0,9,3,13
107252.0,Alejandro Grimaldo,63,h,1993908,2,2,40,4,61
135366.0,Ayoze Pérez,839,a,1993908,2,1,18,4,25
135914.0,José María Giménez,63,h,1993908,1,0,16,2,19
239872.0,Nicolas Pepe,839,a,1993908,0,0,30,1,33
254582.0,Marcos Llorente,63,h,1993908,0,0,20,1,21
299451.0,Ademola Lookman,63,h,1993908,0,0,12,1,15
335107.0,Juan Foyth,839,a,1993908,1,1,61,5,68
362735.0,Santi Comesaña,839,a,1993908,1,1,42,6,50
362779.0,Dávid Hancko,63,h,1993908,4,5,58,2,70
365409.0,Julián Alvarez,63,h,1993908,1,0,8,1,10
367008.0,Robin Le Normand,63,h,1993908,1,1,31,2,35
367780.0,Lee Kang-In,63,h,1993908,1,2,24,4,32
371027.0,Tajon Buchanan,839,a,1993908,1,0,8,1,11
389020.0,Georges Mikautadze,839,a,1993908,1,0,16,4,21
395242.0,Álex Baena,63,h,1993908,0,3,18,3,25
399047.0,Pape Gueye,839,a,1993908,2,6,61,1,70
400826.0,Luiz Júnior,839,a,1993908,2,1,23,0,28
403647.0,Morten Hjulmand,63,h,1993908,3,0,61,2,66
422918.0,Giuliano Simeone,63,h,1993908,0,0,29,7,39
428500.0,Ilias Akhomach,839,a,1993908,0,0,1,0,1
430148.0,Marc Pubill,63,h,1993908,2,0,26,4,37
434077.0,Renato Veiga,839,a,1993908,1,1,51,5,58
434138.0,Pablo Barrios,63,h,1993908,0,0,23,4,28
445292.0,Tani Oluwaseyi,839,a,1993908,0,0,1,1,2
448211.0,Alberto Moleiro,839,a,1993908,1,1,25,2,31
448936.0,Santiago Mouriño,839,a,1993908,1,1,36,1,41
463938.0,Rodrigo Mendoza,63,h,1993908,1,1,13,1,17
468931.0,Carlos Romero,839,a,1993908,2,3,32,6,51
603190.0,Carlos Maciá,839,a,1993908,0,1,10,1,12
