player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Robin Le Normand,224919.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robin,Le Normand,1996-11-11,29.81,175.0,24.0,Defender,Central Defender,6xulax65kp4aid70nk7g5jr2t,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,11.0,104.959,6.0,32.235,0.0,0.0,0.0,0.0,9.542,5.372,3.0,4.0,6.0,0.0,10.0,9.0,4.0,44.444,4.0,4.0,100.0,,,,,,,,,,224919.0,166.0,2.0,0.0,0.0,0.0,0.0,0.007,0.007,0.0,0.0,Robin,Le Normand,1996-11-11,29.81,175.0,24.0,Defender,Central Defender,6xulax65kp4aid70nk7g5jr2t,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,224919.0,166.0,2.0,65.0,60.0,92.31,5.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,Robin,Le Normand,1996-11-11,29.81,175.0,24.0,Defender,Central Defender,6xulax65kp4aid70nk7g5jr2t,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,224919,6xulax65kp4aid70nk7g5jr2t
Rodrigo Mendoza,578538.0,2.0,102.0,0.0,0.3,-0.3,5.0,3.0,0.0,0.06,Rodrigo,Mendoza,2005-03-15,21.47,175.0,4.0,Midfielder,Central Midfielder,1filh68q6hdk921qkdo7rsvmc,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,14.0,108.305,4.0,25.41,1.0,0.0,0.0,0.0,7.736,6.352,3.0,0.0,5.0,0.0,0.0,13.0,6.0,46.154,0.0,0.0,0.0,,,,,,,,,,578538.0,102.0,2.0,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.0,Rodrigo,Mendoza,2005-03-15,21.47,175.0,4.0,Midfielder,Central Midfielder,1filh68q6hdk921qkdo7rsvmc,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,578538.0,102.0,2.0,38.0,34.0,89.47,20.0,16.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,Rodrigo,Mendoza,2005-03-15,21.47,175.0,4.0,Midfielder,Central Midfielder,1filh68q6hdk921qkdo7rsvmc,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,578538,1filh68q6hdk921qkdo7rsvmc
Rodrigo Riquelme,437834.0,2.0,132.0,1.0,0.08,0.92,1.0,1.0,100.0,0.08,Rodrigo,Riquelme,2000-04-02,26.42,185.0,17.0,Midfielder,Attacking Midfielder,bqmhsb2bsuuuijw2ci39l01k9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,28.0,346.497,16.0,215.145,0.0,0.0,0.0,0.0,12.375,13.447,1.0,2.0,1.0,0.0,0.0,18.0,11.0,61.111,1.0,0.0,0.0,,,,,,,,,,437834.0,132.0,2.0,3.0,3.0,5.88,0.0,0.14,0.14,0.0,0.0,Rodrigo,Riquelme,2000-04-02,26.42,185.0,17.0,Midfielder,Attacking Midfielder,bqmhsb2bsuuuijw2ci39l01k9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,437834.0,132.0,2.0,51.0,41.0,80.39,21.0,14.0,66.67,5.0,1.0,20.0,0.0,0.0,0.0,Rodrigo,Riquelme,2000-04-02,26.42,185.0,17.0,Midfielder,Attacking Midfielder,bqmhsb2bsuuuijw2ci39l01k9,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,437834,bqmhsb2bsuuuijw2ci39l01k9
Roger Brugué,439878.0,1.0,90.0,0.0,0.53,-0.53,3.0,0.0,0.0,0.18,Roger,Brugué,1996-11-04,29.83,855.0,7.0,Midfielder,Central Midfielder,dwvghrdrnqqmfiwwicm5lrskq,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,10.0,89.992,6.0,38.535,1.0,0.0,1.0,0.0,8.999,6.422,1.0,0.0,3.0,0.0,1.0,5.0,3.0,60.0,8.0,3.0,37.5,,,,,,,,,,439878.0,90.0,1.0,1.0,1.0,5.0,0.0,0.04,0.04,0.0,0.0,Roger,Brugué,1996-11-04,29.83,855.0,7.0,Midfielder,Central Midfielder,dwvghrdrnqqmfiwwicm5lrskq,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,439878.0,90.0,1.0,20.0,15.0,75.0,8.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,Roger,Brugué,1996-11-04,29.83,855.0,7.0,Midfielder,Central Midfielder,dwvghrdrnqqmfiwwicm5lrskq,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,439878,dwvghrdrnqqmfiwwicm5lrskq
Roger Hinojo,690618.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roger,Hinojo,2005-02-21,21.53,177.0,21.0,Defender,Full Back,ch1bilea3jhwexlcdin0llyc4,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,25.0,260.421,14.0,100.905,0.0,0.0,1.0,0.0,10.417,7.208,5.0,1.0,5.0,0.0,2.0,11.0,6.0,54.545,3.0,1.0,33.333,,,,,,,,,,690618.0,180.0,2.0,1.0,1.0,1.03,0.0,0.054,0.053,0.0,0.0,Roger,Hinojo,2005-02-21,21.53,177.0,21.0,Defender,Full Back,ch1bilea3jhwexlcdin0llyc4,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,690618.0,180.0,2.0,99.0,85.0,85.86,19.0,15.0,78.95,0.0,0.0,0.0,0.0,0.0,0.0,Roger,Hinojo,2005-02-21,21.53,177.0,21.0,Defender,Full Back,ch1bilea3jhwexlcdin0llyc4,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,690618,ch1bilea3jhwexlcdin0llyc4
Rubén García,130026.0,1.0,72.0,0.0,0.11,-0.11,3.0,2.0,0.0,0.04,Rubén,García,1993-07-14,33.14,450.0,14.0,Midfielder,Attacking Midfielder,9xbo6c8uq29ueuyinngjjiaj9,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,5.0,39.638,2.0,2.94,1.0,0.0,0.0,0.0,7.928,1.47,2.0,0.0,5.0,1.0,3.0,7.0,2.0,28.571,2.0,1.0,50.0,,,,,,,,,,130026.0,72.0,1.0,1.0,0.0,0.0,100.0,0.137,0.009,0.0,0.0,Rubén,García,1993-07-14,33.14,450.0,14.0,Midfielder,Attacking Midfielder,9xbo6c8uq29ueuyinngjjiaj9,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,130026.0,72.0,1.0,22.0,18.0,81.82,8.0,7.0,87.5,2.0,0.0,0.0,0.0,0.0,0.0,Rubén,García,1993-07-14,33.14,450.0,14.0,Midfielder,Attacking Midfielder,9xbo6c8uq29ueuyinngjjiaj9,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,Osasuna,Osasuna,OSA,130026,9xbo6c8uq29ueuyinngjjiaj9
Rubén Vargas,429534.0,1.0,20.0,0.0,0.07,-0.07,1.0,0.0,0.0,0.07,Rubén,Vargas,1998-08-05,28.08,179.0,11.0,Midfielder,0,4zrut521fzw9fddqt74pnl756,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,2.0,15.841,1.0,-0.42,0.0,0.0,0.0,0.0,7.92,-0.42,1.0,0.0,2.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,,,,,,,,,,429534.0,20.0,1.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,Rubén,Vargas,1998-08-05,28.08,179.0,11.0,Midfielder,0,4zrut521fzw9fddqt74pnl756,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,429534.0,20.0,1.0,6.0,2.0,33.33,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Rubén,Vargas,1998-08-05,28.08,179.0,11.0,Midfielder,0,4zrut521fzw9fddqt74pnl756,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,429534,4zrut521fzw9fddqt74pnl756
Ryunosuke Sato,614481.0,2.0,147.0,0.0,0.23,-0.23,4.0,1.0,0.0,0.06,Ryunosuke,Sato,2006-10-16,19.88,191.0,39.0,Midfielder,0,6g4w142avjxqr8ju5tgdskhlg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,12.0,123.206,7.0,76.125,1.0,0.0,0.0,0.0,10.267,10.875,2.0,0.0,3.0,0.0,0.0,12.0,4.0,33.333,0.0,0.0,0.0,,,,,,,,,,614481.0,147.0,2.0,1.0,1.0,2.63,0.0,0.023,0.022,0.0,0.0,Ryunosuke,Sato,2006-10-16,19.88,191.0,39.0,Midfielder,0,6g4w142avjxqr8ju5tgdskhlg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,614481.0,147.0,2.0,39.0,34.0,87.18,13.0,11.0,84.62,4.0,0.0,0.0,0.0,0.0,0.0,Ryunosuke,Sato,2006-10-16,19.88,191.0,39.0,Midfielder,0,6g4w142avjxqr8ju5tgdskhlg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,614481,6g4w142avjxqr8ju5tgdskhlg
Saba Sazonov,492977.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saba,Sazonov,2002-02-01,24.58,1450.0,4.0,Defender,Central Defender,7czabe5a0l5icdqb74sa9yru2,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,11.0,104.523,2.0,19.215,0.0,0.0,0.0,0.0,9.502,9.608,4.0,1.0,4.0,1.0,3.0,9.0,6.0,66.667,1.0,1.0,100.0,,,,,,,,,,492977.0,99.0,2.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,Saba,Sazonov,2002-02-01,24.58,1450.0,4.0,Defender,Central Defender,7czabe5a0l5icdqb74sa9yru2,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,492977.0,99.0,2.0,41.0,34.0,82.93,6.0,1.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,Saba,Sazonov,2002-02-01,24.58,1450.0,4.0,Defender,Central Defender,7czabe5a0l5icdqb74sa9yru2,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,492977,7czabe5a0l5icdqb74sa9yru2
Santi Comesaña,230071.0,2.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santi,Comesaña,1996-10-05,29.91,449.0,14.0,Midfielder,Attacking Midfielder,b5rea5r4h8bclpenau2au142x,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,16.0,115.602,6.0,11.76,0.0,0.0,0.0,0.0,7.225,1.96,4.0,3.0,3.0,1.0,4.0,12.0,5.0,41.667,3.0,0.0,0.0,,,,,,,,,,230071.0,140.0,2.0,0.0,0.0,0.0,0.0,0.476,0.476,0.0,0.0,Santi,Comesaña,1996-10-05,29.91,449.0,14.0,Midfielder,Attacking Midfielder,b5rea5r4h8bclpenau2au142x,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,230071.0,140.0,2.0,79.0,69.0,87.34,16.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,Santi,Comesaña,1996-10-05,29.91,449.0,14.0,Midfielder,Attacking Midfielder,b5rea5r4h8bclpenau2au142x,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,230071,b5rea5r4h8bclpenau2au142x
Santiago Mouriño,536642.0,2.0,178.0,0.0,0.12,-0.12,1.0,1.0,0.0,0.12,Santiago,Mouriño,2002-02-13,24.55,449.0,15.0,Defender,Central Defender,albt55j4oir1veynmos532psk,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,16.0,174.702,10.0,99.75,0.0,0.0,0.0,0.0,10.919,9.975,9.0,1.0,15.0,2.0,4.0,25.0,11.0,44.0,2.0,1.0,50.0,,,,,,,,,,536642.0,178.0,2.0,1.0,1.0,1.11,0.0,0.374,0.373,0.0,0.0,Santiago,Mouriño,2002-02-13,24.55,449.0,15.0,Defender,Central Defender,albt55j4oir1veynmos532psk,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,536642.0,178.0,2.0,92.0,82.0,89.13,31.0,27.0,87.1,1.0,1.0,100.0,0.0,0.0,0.0,Santiago,Mouriño,2002-02-13,24.55,449.0,15.0,Defender,Central Defender,albt55j4oir1veynmos532psk,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,536642,albt55j4oir1veynmos532psk
Sebastián Boselli,609050.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sebastián,Boselli,2003-12-04,22.75,1450.0,15.0,Defender,Central Defender,4wkn0nrhl9gmaflvw2wdoup04,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,2.0,15.545,1.0,1.26,0.0,0.0,0.0,0.0,7.772,1.26,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,609050.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sebastián,Boselli,2003-12-04,22.75,1450.0,15.0,Defender,Central Defender,4wkn0nrhl9gmaflvw2wdoup04,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,609050.0,14.0,2.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sebastián,Boselli,2003-12-04,22.75,1450.0,15.0,Defender,Central Defender,4wkn0nrhl9gmaflvw2wdoup04,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,609050,4wkn0nrhl9gmaflvw2wdoup04
Sergi Cardona,484693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergi,Cardona,1999-07-08,27.16,449.0,23.0,Defender,Full Back,484693,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,484693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergi,Cardona,1999-07-08,27.16,449.0,23.0,Defender,Full Back,484693,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,484693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergi,Cardona,1999-07-08,27.16,449.0,23.0,Defender,Full Back,484693,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,484693,484693
Sergio Camello,248507.0,2.0,116.0,1.0,0.18,0.82,3.0,2.0,33.33,0.06,Sergio,Camello,2001-02-10,25.56,184.0,10.0,Forward,Striker,1bdnkqbxm2u5ror7ipig5m73e,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,19.0,185.013,9.0,85.68,1.0,1.0,0.0,0.0,9.738,9.52,0.0,0.0,3.0,0.0,1.0,15.0,6.0,40.0,2.0,0.0,0.0,,,,,,,,,,248507.0,116.0,2.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,Sergio,Camello,2001-02-10,25.56,184.0,10.0,Forward,Striker,1bdnkqbxm2u5ror7ipig5m73e,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,248507.0,116.0,2.0,31.0,24.0,77.42,15.0,10.0,66.67,2.0,0.0,0.0,0.0,0.0,0.0,Sergio,Camello,2001-02-10,25.56,184.0,10.0,Forward,Striker,1bdnkqbxm2u5ror7ipig5m73e,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,248507,1bdnkqbxm2u5ror7ipig5m73e
Sergio Canales,56448.0,2.0,141.0,0.0,0.17,-0.17,4.0,2.0,0.0,0.04,Sergio,Canales,1991-02-16,35.55,189.0,20.0,Midfielder,Attacking Midfielder,75079gtd2efpviyo605ozsd79,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,14.0,142.39,9.0,95.865,0.0,0.0,0.0,0.0,10.171,10.652,1.0,0.0,6.0,0.0,1.0,12.0,7.0,58.333,1.0,1.0,100.0,,,,,,,,,,56448.0,141.0,2.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,Sergio,Canales,1991-02-16,35.55,189.0,20.0,Midfielder,Attacking Midfielder,75079gtd2efpviyo605ozsd79,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,56448.0,141.0,2.0,60.0,51.0,85.0,28.0,22.0,78.57,1.0,0.0,0.0,0.0,0.0,0.0,Sergio,Canales,1991-02-16,35.55,189.0,20.0,Midfielder,Attacking Midfielder,75079gtd2efpviyo605ozsd79,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,56448,75079gtd2efpviyo605ozsd79
Sergio Carreira,439871.0,1.0,90.0,0.0,0.03,-0.03,1.0,0.0,0.0,0.03,Sergio,Carreira,2000-10-13,25.89,176.0,5.0,Defender,Full Back,5tc1y5n3h4ties7gbc3zd9j6y,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,15.0,185.457,11.0,115.815,0.0,0.0,0.0,0.0,12.364,10.529,0.0,0.0,4.0,0.0,2.0,7.0,6.0,85.714,0.0,0.0,0.0,,,,,,,,,,439871.0,90.0,1.0,0.0,0.0,0.0,0.0,0.146,0.146,0.0,0.0,Sergio,Carreira,2000-10-13,25.89,176.0,5.0,Defender,Full Back,5tc1y5n3h4ties7gbc3zd9j6y,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,439871.0,90.0,1.0,59.0,50.0,84.75,24.0,21.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,Sergio,Carreira,2000-10-13,25.89,176.0,5.0,Defender,Full Back,5tc1y5n3h4ties7gbc3zd9j6y,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,439871,5tc1y5n3h4ties7gbc3zd9j6y
Sergio Gómez,437468.0,2.0,162.0,0.0,0.11,-0.11,3.0,0.0,0.0,0.04,Sergio,Gómez,2000-09-04,25.99,188.0,17.0,Forward,Winger,d4tdx2ctadv6kc3tbq4as8bmx,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,30.0,277.111,14.0,105.63,0.0,0.0,2.0,0.0,9.237,7.545,3.0,2.0,8.0,1.0,2.0,8.0,5.0,62.5,0.0,0.0,0.0,,,,,,,,,,437468.0,162.0,2.0,3.0,2.0,2.06,33.33,0.104,0.099,0.0,0.0,Sergio,Gómez,2000-09-04,25.99,188.0,17.0,Forward,Winger,d4tdx2ctadv6kc3tbq4as8bmx,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,437468.0,162.0,2.0,100.0,92.0,92.0,27.0,23.0,85.19,3.0,0.0,0.0,0.0,0.0,0.0,Sergio,Gómez,2000-09-04,25.99,188.0,17.0,Forward,Winger,d4tdx2ctadv6kc3tbq4as8bmx,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,437468,d4tdx2ctadv6kc3tbq4as8bmx
Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,0.0,0.0,1.0,100.0,0.17,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138039,amjegysk3et638l4od103c7o5
Sergio Lozano,691217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio,Lozano,2006-03-30,20.42,184.0,27.0,Defender,0,691217,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,691217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio,Lozano,2006-03-30,20.42,184.0,27.0,Defender,0,691217,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,691217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio,Lozano,2006-03-30,20.42,184.0,27.0,Defender,0,691217,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,Rayo Vallecano,Rayo,RAY,691217,691217
Sergio Martínez,704740.0,2.0,114.0,1.0,0.07,0.93,1.0,1.0,100.0,0.07,Sergio,Martínez,2007-05-15,19.3,189.0,36.0,Midfielder,0,47ry2872euav99idwipg2a49g,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,6.0,41.529,1.0,0.21,0.0,0.0,0.0,0.0,6.922,0.21,4.0,2.0,2.0,0.0,4.0,12.0,6.0,50.0,1.0,1.0,100.0,,,,,,,,,,704740.0,114.0,2.0,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,Sergio,Martínez,2007-05-15,19.3,189.0,36.0,Midfielder,0,47ry2872euav99idwipg2a49g,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,704740.0,114.0,2.0,42.0,35.0,83.33,10.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio,Martínez,2007-05-15,19.3,189.0,36.0,Midfielder,0,47ry2872euav99idwipg2a49g,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,704740,47ry2872euav99idwipg2a49g
Stole Dimitrievski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,100.0,0.0,1.0,5.0,83.33,-0.39,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94878,5dfvefxvwj8kixbajluw25mtx
Tajon Buchanan,424622.0,2.0,63.0,0.0,0.59,-0.59,3.0,1.0,0.0,0.2,Tajon,Buchanan,1999-02-08,27.57,449.0,17.0,Forward,Winger,acx78ftnm61hm01wpmme77hbe,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,17.0,205.74,11.0,140.7,1.0,0.0,0.0,0.0,12.102,12.791,1.0,1.0,5.0,0.0,0.0,9.0,5.0,55.556,0.0,0.0,0.0,,,,,,,,,,424622.0,63.0,2.0,0.0,0.0,0.0,0.0,0.01,0.008,0.0,0.0,Tajon,Buchanan,1999-02-08,27.57,449.0,17.0,Forward,Winger,acx78ftnm61hm01wpmme77hbe,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,424622.0,63.0,2.0,21.0,19.0,90.48,5.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,Tajon,Buchanan,1999-02-08,27.57,449.0,17.0,Forward,Winger,acx78ftnm61hm01wpmme77hbe,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,424622,acx78ftnm61hm01wpmme77hbe
