player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Carl Starfelt,174249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carl,Starfelt,1995-06-01,31.26,176.0,2.0,Defender,Central Defender,174249,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,174249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carl,Starfelt,1995-06-01,31.26,176.0,2.0,Defender,Central Defender,174249,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,174249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carl,Starfelt,1995-06-01,31.26,176.0,2.0,Defender,Central Defender,174249,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,Celta de Vigo,Celta,CEL,174249,174249
Carles Aleñá,179271.0,2.0,11.0,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,Carles,Aleñá,1998-01-05,28.66,173.0,10.0,Midfielder,Central Midfielder,eiqt71z69beq7akuhot0foset,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,5.0,43.376,3.0,26.565,0.0,0.0,0.0,0.0,8.675,8.855,1.0,0.0,0.0,0.0,0.0,3.0,1.0,33.333,0.0,0.0,0.0,,,,,,,,,,179271.0,11.0,2.0,1.0,1.0,5.56,0.0,0.016,0.016,0.0,0.0,Carles,Aleñá,1998-01-05,28.66,173.0,10.0,Midfielder,Central Midfielder,eiqt71z69beq7akuhot0foset,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,179271.0,11.0,2.0,18.0,17.0,94.44,5.0,5.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,Carles,Aleñá,1998-01-05,28.66,173.0,10.0,Midfielder,Central Midfielder,eiqt71z69beq7akuhot0foset,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,179271,eiqt71z69beq7akuhot0foset
Carlos Dotor,448178.0,2.0,140.0,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,Carlos,Dotor,2001-03-15,25.47,182.0,8.0,Midfielder,0,cyo6sdiy84t6b9nk46snawq5m,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,26.0,259.668,8.0,60.165,1.0,0.0,0.0,0.0,9.987,7.521,5.0,2.0,7.0,0.0,0.0,11.0,7.0,63.636,0.0,0.0,0.0,,,,,,,,,,448178.0,140.0,2.0,1.0,1.0,1.37,0.0,0.057,0.057,0.0,0.0,Carlos,Dotor,2001-03-15,25.47,182.0,8.0,Midfielder,0,cyo6sdiy84t6b9nk46snawq5m,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,448178.0,140.0,2.0,73.0,60.0,82.19,28.0,25.0,89.29,1.0,0.0,0.0,1.0,0.0,0.0,Carlos,Dotor,2001-03-15,25.47,182.0,8.0,Midfielder,0,cyo6sdiy84t6b9nk46snawq5m,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,448178,cyo6sdiy84t6b9nk46snawq5m
Carlos Espí,645745.0,2.0,14.0,1.0,0.75,0.25,1.0,1.0,100.0,0.75,Carlos,Espí,2005-07-24,21.11,186.0,19.0,Forward,0,cbh5v5yi380uvbt5z2xbxemfo,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,1.0,7.341,0.0,-5.145,0.0,0.0,0.0,0.0,7.341,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,,,,,,,,,,645745.0,14.0,2.0,1.0,1.0,33.33,0.0,0.037,0.037,0.0,0.0,Carlos,Espí,2005-07-24,21.11,186.0,19.0,Forward,0,cbh5v5yi380uvbt5z2xbxemfo,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,645745.0,14.0,2.0,3.0,2.0,66.67,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Espí,2005-07-24,21.11,186.0,19.0,Forward,0,cbh5v5yi380uvbt5z2xbxemfo,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,Real Madrid,Real Madrid,RMA,645745,cbh5v5yi380uvbt5z2xbxemfo
Carlos Maciá,710081.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Maciá,2008-09-01,18.0,449.0,26.0,Midfielder,0,bzq3430ybx8y4n09hgqtxkt90,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,6.0,42.292,1.0,12.075,0.0,0.0,0.0,0.0,7.049,12.075,4.0,2.0,3.0,0.0,3.0,9.0,4.0,44.444,1.0,0.0,0.0,,,,,,,,,,710081.0,45.0,2.0,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,Carlos,Maciá,2008-09-01,18.0,449.0,26.0,Midfielder,0,bzq3430ybx8y4n09hgqtxkt90,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,710081.0,45.0,2.0,40.0,37.0,92.5,7.0,5.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Maciá,2008-09-01,18.0,449.0,26.0,Midfielder,0,bzq3430ybx8y4n09hgqtxkt90,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,710081,bzq3430ybx8y4n09hgqtxkt90
Carlos Martín,531219.0,1.0,57.0,0.0,0.07,-0.07,2.0,0.0,0.0,0.03,Carlos,Martín,2002-04-22,24.36,175.0,12.0,Forward,Striker,c90gk99jn34wxtlad784hpnv8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,2.0,18.097,1.0,14.07,1.0,0.0,0.0,0.0,9.048,14.07,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,33.333,,,,,,,,,,531219.0,57.0,1.0,0.0,0.0,0.0,0.0,0.069,0.069,0.0,0.0,Carlos,Martín,2002-04-22,24.36,175.0,12.0,Forward,Striker,c90gk99jn34wxtlad784hpnv8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,531219.0,57.0,1.0,20.0,15.0,75.0,13.0,8.0,61.54,1.0,0.0,0.0,0.0,0.0,0.0,Carlos,Martín,2002-04-22,24.36,175.0,12.0,Forward,Striker,c90gk99jn34wxtlad784hpnv8,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,531219,c90gk99jn34wxtlad784hpnv8
Carlos Protesoni,244707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Protesoni,1998-03-30,28.43,173.0,23.0,Midfielder,Central Midfielder,244707,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,244707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Protesoni,1998-03-30,28.43,173.0,23.0,Midfielder,Central Midfielder,244707,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,244707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Protesoni,1998-03-30,28.43,173.0,23.0,Midfielder,Central Midfielder,244707,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,Alavés,Alavés,ALA,244707,244707
Carlos Puga,562075.0,2.0,162.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Carlos,Puga,2000-11-26,25.77,182.0,3.0,Defender,Full Back,9xo5ysik9fasf8vvpn5htwuay,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,23.0,287.369,13.0,191.415,0.0,0.0,1.0,0.0,12.494,14.724,4.0,4.0,9.0,1.0,5.0,23.0,13.0,56.522,2.0,1.0,50.0,,,,,,,,,,562075.0,162.0,2.0,1.0,1.0,1.15,0.0,0.098,0.097,0.0,0.0,Carlos,Puga,2000-11-26,25.77,182.0,3.0,Defender,Full Back,9xo5ysik9fasf8vvpn5htwuay,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,562075.0,162.0,2.0,87.0,74.0,85.06,30.0,24.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,Carlos,Puga,2000-11-26,25.77,182.0,3.0,Defender,Full Back,9xo5ysik9fasf8vvpn5htwuay,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,562075,9xo5ysik9fasf8vvpn5htwuay
Carlos Romero,588993.0,2.0,180.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,Carlos,Romero,2001-10-29,24.84,449.0,20.0,Defender,Full Back,5djkwcoflvxcv5oida6txfyp6,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,34.0,343.319,17.0,186.48,1.0,0.0,0.0,0.0,10.098,10.969,5.0,1.0,13.0,0.0,4.0,24.0,16.0,66.667,2.0,1.0,50.0,,,,,,,,,,588993.0,180.0,2.0,1.0,1.0,1.05,0.0,0.127,0.126,0.0,0.0,Carlos,Romero,2001-10-29,24.84,449.0,20.0,Defender,Full Back,5djkwcoflvxcv5oida6txfyp6,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,588993.0,180.0,2.0,96.0,84.0,87.5,31.0,25.0,80.65,2.0,0.0,0.0,0.0,0.0,0.0,Carlos,Romero,2001-10-29,24.84,449.0,20.0,Defender,Full Back,5djkwcoflvxcv5oida6txfyp6,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,588993,5djkwcoflvxcv5oida6txfyp6
Carlos Soler,224860.0,2.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Soler,1997-01-02,29.67,188.0,18.0,Midfielder,Central Midfielder,dsmcqfl0e1be4ag7czbnolo15,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,12.0,90.918,4.0,31.815,0.0,0.0,0.0,0.0,7.576,7.954,4.0,0.0,8.0,1.0,2.0,8.0,6.0,75.0,0.0,0.0,0.0,,,,,,,,,,224860.0,114.0,2.0,0.0,0.0,0.0,0.0,0.045,0.043,0.0,0.0,Carlos,Soler,1997-01-02,29.67,188.0,18.0,Midfielder,Central Midfielder,dsmcqfl0e1be4ag7czbnolo15,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,224860.0,114.0,2.0,85.0,76.0,89.41,17.0,15.0,88.24,1.0,0.0,0.0,0.0,0.0,0.0,Carlos,Soler,1997-01-02,29.67,188.0,18.0,Midfielder,Central Midfielder,dsmcqfl0e1be4ag7czbnolo15,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,Real Sociedad,Real Sociedad,RSO,224860,dsmcqfl0e1be4ag7czbnolo15
Carlos Sánchez,720621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Sánchez,2005-04-19,21.37,189.0,30.0,Defender,0,720621,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,720621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Sánchez,2005-04-19,21.37,189.0,30.0,Defender,0,720621,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,720621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Sánchez,2005-04-19,21.37,189.0,30.0,Defender,0,720621,bzkwzatvwahmbzok1ymm5vqa1,Real Racing Club,Racing de Santander,Santander,RAC,720621,720621
Carlos Álvarez,494921.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Álvarez,2003-08-06,23.07,855.0,10.0,Midfielder,Attacking Midfielder,6gtfe9aysdrcht4v2rluu0ley,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,7.0,106.829,6.0,80.115,0.0,0.0,1.0,0.0,15.261,13.352,0.0,0.0,3.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,,,,,,,,,,494921.0,45.0,1.0,1.0,1.0,7.14,0.0,0.014,0.014,0.0,0.0,Carlos,Álvarez,2003-08-06,23.07,855.0,10.0,Midfielder,Attacking Midfielder,6gtfe9aysdrcht4v2rluu0ley,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,494921.0,45.0,1.0,14.0,12.0,85.71,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Álvarez,2003-08-06,23.07,855.0,10.0,Midfielder,Attacking Midfielder,6gtfe9aysdrcht4v2rluu0ley,4grc9qgcvusllap8h5j6gc5h5,Levante UD,Levante,Levante,LEV,494921,6gtfe9aysdrcht4v2rluu0ley
Cheikh Thiam,696086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheikh,Thiam,2005-11-07,20.82,449.0,30.0,Midfielder,0,696086,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,696086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheikh,Thiam,2005-11-07,20.82,449.0,30.0,Midfielder,0,696086,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,696086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheikh,Thiam,2005-11-07,20.82,449.0,30.0,Midfielder,0,696086,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,Villarreal,Villarreal,VIL,696086,696086
Chidera Ejuke,250437.0,2.0,57.0,1.0,0.32,0.68,1.0,1.0,100.0,0.32,Chidera,Ejuke,1998-01-02,28.67,179.0,21.0,Forward,Winger,6ufkq71qh9wrfyaez5yi94e09,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,7.0,142.22,6.0,125.475,1.0,1.0,0.0,0.0,20.317,20.912,3.0,0.0,5.0,0.0,1.0,8.0,3.0,37.5,2.0,1.0,50.0,,,,,,,,,,250437.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chidera,Ejuke,1998-01-02,28.67,179.0,21.0,Forward,Winger,6ufkq71qh9wrfyaez5yi94e09,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,250437.0,57.0,2.0,7.0,5.0,71.43,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Chidera,Ejuke,1998-01-02,28.67,179.0,21.0,Forward,Winger,6ufkq71qh9wrfyaez5yi94e09,10eyb18v5puw4ez03ocaug09m,Sevilla FC,Sevilla,Sevilla,SEV,250437,6ufkq71qh9wrfyaez5yi94e09
Chupe,620045.0,2.0,180.0,1.0,1.74,-0.74,5.0,1.0,20.0,0.35,Carlos,Ruiz Rubio,2004-08-24,22.02,182.0,9.0,Forward,Striker,57t5u1nz5em7gvnhbgkamr310,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,8.0,101.603,6.0,62.58,0.0,0.0,0.0,0.0,12.7,10.43,2.0,0.0,1.0,0.0,4.0,10.0,3.0,30.0,8.0,4.0,50.0,,,,,,,,,,620045.0,180.0,2.0,0.0,0.0,0.0,0.0,0.065,0.065,0.0,0.0,Carlos,Ruiz Rubio,2004-08-24,22.02,182.0,9.0,Forward,Striker,57t5u1nz5em7gvnhbgkamr310,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,620045.0,180.0,2.0,32.0,21.0,65.63,18.0,12.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Carlos,Ruiz Rubio,2004-08-24,22.02,182.0,9.0,Forward,Striker,57t5u1nz5em7gvnhbgkamr310,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,620045,57t5u1nz5em7gvnhbgkamr310
Clemens Riedel,514968.0,2.0,156.0,0.0,0.02,-0.02,1.0,1.0,0.0,0.02,Clemens,Riedel,2003-07-19,23.12,177.0,5.0,Defender,Central Defender,53bjqee7oomr7czgfmm1mcy96,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,13.0,130.442,5.0,78.54,0.0,0.0,0.0,0.0,10.034,15.708,2.0,0.0,1.0,0.0,10.0,10.0,2.0,20.0,6.0,4.0,66.667,,,,,,,,,,514968.0,156.0,2.0,0.0,0.0,0.0,0.0,0.016,0.016,0.0,0.0,Clemens,Riedel,2003-07-19,23.12,177.0,5.0,Defender,Central Defender,53bjqee7oomr7czgfmm1mcy96,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,514968.0,156.0,2.0,100.0,82.0,82.0,12.0,7.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,Clemens,Riedel,2003-07-19,23.12,177.0,5.0,Defender,Central Defender,53bjqee7oomr7czgfmm1mcy96,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,Espanyol,Espanyol,ESP,514968,53bjqee7oomr7czgfmm1mcy96
Cubo,709993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miguel,Llorente Cubo,2008-02-08,18.56,175.0,29.0,Forward,0,709993,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,709993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miguel,Llorente Cubo,2008-02-08,18.56,175.0,29.0,Forward,0,709993,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,709993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miguel,Llorente Cubo,2008-02-08,18.56,175.0,29.0,Forward,0,709993,4ku8o6uf87yd8iecdalipo6wd,Club Atlético de Madrid,Atlético de Madrid,Atlético,ATM,709993,709993
Cucho Hernández,244716.0,2.0,151.0,0.0,0.1,-0.1,2.0,1.0,0.0,0.05,Cucho,Hernández,1999-04-20,27.37,185.0,9.0,Forward,Striker,8aao79b1g77c5jhp1n0w60xrd,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,13.0,96.876,4.0,12.39,1.0,0.0,1.0,0.0,7.452,3.098,1.0,0.0,7.0,0.0,2.0,15.0,4.0,26.667,6.0,2.0,33.333,,,,,,,,,,244716.0,151.0,2.0,4.0,4.0,8.82,0.0,0.175,0.175,1.0,1.0,Cucho,Hernández,1999-04-20,27.37,185.0,9.0,Forward,Striker,8aao79b1g77c5jhp1n0w60xrd,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,244716.0,151.0,2.0,35.0,25.0,71.43,17.0,10.0,58.82,0.0,0.0,0.0,0.0,0.0,0.0,Cucho,Hernández,1999-04-20,27.37,185.0,9.0,Forward,Striker,8aao79b1g77c5jhp1n0w60xrd,ah8dala7suqqkj04n2l8xz4zd,Real Betis Balompié,Real Betis,Betis,BET,244716,8aao79b1g77c5jhp1n0w60xrd
Curro Burgos,675560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco,Burgos Barrionuevo,2004-05-30,22.26,1450.0,29.0,Defender,0,675560,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,675560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco,Burgos Barrionuevo,2004-05-30,22.26,1450.0,29.0,Defender,0,675560,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,675560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco,Burgos Barrionuevo,2004-05-30,22.26,1450.0,29.0,Defender,0,675560,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,Getafe,Getafe,GET,675560,675560
César Tárrega,492898.0,2.0,180.0,0.0,0.12,-0.12,2.0,0.0,0.0,0.06,César,Tárrega,2002-02-26,24.52,191.0,5.0,Defender,Central Defender,2u8bekuidiwqz1gvb4vd3uhg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,23.0,195.203,6.0,24.255,0.0,0.0,0.0,0.0,8.487,4.042,6.0,1.0,8.0,1.0,8.0,13.0,8.0,61.538,5.0,4.0,80.0,,,,,,,,,,492898.0,180.0,2.0,0.0,0.0,0.0,0.0,0.036,0.036,0.0,0.0,César,Tárrega,2002-02-26,24.52,191.0,5.0,Defender,Central Defender,2u8bekuidiwqz1gvb4vd3uhg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,492898.0,180.0,2.0,113.0,103.0,91.15,14.0,13.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,César,Tárrega,2002-02-26,24.52,191.0,5.0,Defender,Central Defender,2u8bekuidiwqz1gvb4vd3uhg,ba5e91hjacvma2sjvixn00pjo,Valencia CF,Valencia,Valencia,VAL,492898,2u8bekuidiwqz1gvb4vd3uhg
Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,17.0,0.0,1.0,1.0,50.0,0.32,1.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491436,9xhbpn45z9wvjidbmparzkdm1
Dani Lorenzo,561391.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Lorenzo,2003-04-05,23.41,182.0,22.0,Midfielder,Central Midfielder,7hzgc5dobfw94q0s97ajrmtjo,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,38.0,432.019,18.0,156.45,0.0,0.0,0.0,0.0,11.369,8.692,4.0,2.0,9.0,1.0,0.0,20.0,12.0,60.0,0.0,0.0,0.0,,,,,,,,,,561391.0,165.0,2.0,1.0,1.0,0.85,0.0,0.113,0.113,0.0,0.0,Dani,Lorenzo,2003-04-05,23.41,182.0,22.0,Midfielder,Central Midfielder,7hzgc5dobfw94q0s97ajrmtjo,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,561391.0,165.0,2.0,121.0,116.0,95.87,32.0,30.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,Dani,Lorenzo,2003-04-05,23.41,182.0,22.0,Midfielder,Central Midfielder,7hzgc5dobfw94q0s97ajrmtjo,7012hpp3p5vg4fzyn3h0yvf09,Málaga CF,Málaga,Málaga,MAL,561391,7hzgc5dobfw94q0s97ajrmtjo
