playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
82989.0,Isco,54,a,1993906,0,0,18,3,21
123232.0,Diego Llorente,54,a,1993906,2,2,44,0,48
125211.0,Héctor Bellerín,54,a,1993906,1,0,6,0,8
141499.0,Stole Dimitrievski,55,h,1993906,2,12,17,0,35
294848.0,Pablo Maffeo,55,h,1993906,1,1,15,3,29
297203.0,Pablo Fornals,54,a,1993906,2,5,63,6,78
297546.0,Umar Sadiq,55,h,1993906,0,0,4,3,7
302889.0,Pepelu,55,h,1993906,2,4,25,3,35
303876.0,Guido Rodríguez,55,h,1993906,1,2,42,4,49
322095.0,Mouctar Diakhaby,55,h,1993906,0,1,28,2,31
323625.0,Arnaut Danjuma,55,h,1993906,1,0,4,2,9
351252.0,Junior Firpo,54,a,1993906,1,1,38,3,53
354526.0,Hugo Duro,55,h,1993906,1,0,3,8,12
362501.0,Cucho Hernández,54,a,1993906,3,0,8,5,16
364315.0,Antony,54,a,1993906,3,2,39,7,55
379684.0,Filip Ugrinic,55,h,1993906,1,0,13,3,21
381713.0,Luis Rioja,55,h,1993906,2,1,11,3,23
382631.0,Rodrigo Riquelme,54,a,1993906,0,0,16,4,24
384064.0,Troy Parrott,54,a,1993906,0,0,4,1,5
408732.0,Jesús Vázquez,55,h,1993906,0,2,13,6,37
422957.0,Fran García,54,a,1993906,0,0,11,1,15
427831.0,César Tárrega,55,h,1993906,2,2,47,3,54
431121.0,Aliou Dieng,55,h,1993906,0,0,2,2,5
431507.0,Javi Guerra,55,h,1993906,2,3,32,6,46
432475.0,Nelson Deossa,54,a,1993906,4,1,50,4,59
433286.0,Valentín Gómez,54,a,1993906,1,2,57,2,62
448208.0,Álvaro Valles,54,a,1993906,3,6,14,1,29
510999.0,David Otorbi,55,h,1993906,0,0,3,2,6
512611.0,Facundo Bernal,54,a,1993906,0,3,46,5,54
545675.0,Ángel Ortiz,54,a,1993906,1,1,32,2,44
551186.0,Pablo García,54,a,1993906,0,0,6,0,6
562981.0,Ryunosuke Sato,55,h,1993906,0,0,16,3,24
