playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
122117.0,Aymeric Laporte,53,a,1993902,6,3,25,0,35
128967.0,João Cancelo,65,h,1993902,0,0,5,0,5
238899.0,Alex Berenguer,53,a,1993902,0,1,3,5,14
255182.0,Iñaki Williams,53,a,1993902,0,0,2,4,6
261212.0,Dani Olmo,65,h,1993902,1,0,18,1,21
279839.0,Yeray Álvarez,53,a,1993902,2,4,19,1,27
300447.0,Raphinha,65,h,1993902,1,0,15,1,21
301019.0,Jules Koundé,65,h,1993902,1,0,7,1,9
303139.0,Rodri,65,h,1993902,1,0,22,3,26
332823.0,Unai Simón,53,a,1993902,10,12,13,0,44
349669.0,Anthony Gordon,65,h,1993902,1,0,18,3,24
362602.0,Gorka Guruzeta,53,a,1993902,0,0,7,3,11
368091.0,Eric García,65,h,1993902,1,2,57,8,77
381510.0,Oihan Sancet,53,a,1993902,0,2,12,5,20
392646.0,Karim Adeyemi,65,h,1993902,0,0,3,0,4
400237.0,Robert Navarro,53,a,1993902,0,0,4,2,9
402197.0,Pedri,65,h,1993902,3,0,49,2,56
408449.0,Nico Williams,53,a,1993902,0,0,7,6,14
422824.0,Joan García,65,h,1993902,1,4,29,0,41
431668.0,Johaneko Louis-Jean,53,a,1993902,2,2,13,1,27
444806.0,Álvaro Djaló,53,a,1993902,0,0,0,1,1
463838.0,Fermín López,65,h,1993902,1,1,35,6,45
480249.0,Lamine Yamal,65,h,1993902,1,2,44,8,64
481851.0,Hugo Rincón,53,a,1993902,0,1,8,3,18
498386.0,Pau Cubarsí,65,h,1993902,8,3,94,2,107
511120.0,Mikel Jauregizar,53,a,1993902,0,1,7,4,12
512879.0,Gerard Martín,65,h,1993902,4,1,89,1,96
515307.0,Adama Boiro,53,a,1993902,1,1,6,0,9
534796.0,Marc Bernal,65,h,1993902,0,0,21,4,25
536242.0,Peio Canales,53,a,1993902,0,1,26,6,35
536243.0,Beñat Gerenabarrena,53,a,1993902,2,0,8,0,11
591617.0,Xavi Espart,65,h,1993902,1,2,29,6,45
