playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
44189.0,Sergio Canales,56,a,1993912,0,0,16,4,20
134695.0,Enes Ünal,819,h,1993912,0,0,8,7,17
135098.0,Johan Mojica,819,h,1993912,0,2,18,9,51
243262.0,David Soria,819,h,1993912,14,19,3,0,37
278721.0,Borja Mayoral,819,h,1993912,0,0,0,1,1
331171.0,Asier Villalibre,56,a,1993912,0,0,4,2,6
332990.0,Djené Dakonam,819,h,1993912,5,6,29,1,41
344073.0,Orel Mangala,819,h,1993912,0,1,22,3,26
372473.0,Iván Martín,56,a,1993912,1,0,18,2,23
389191.0,Zaid Romero,819,h,1993912,1,6,25,3,36
402137.0,Iñigo Vicente,56,a,1993912,4,8,56,15,84
403803.0,Martín Satriano,819,h,1993912,0,0,11,4,15
409740.0,Abdel Abqar,819,h,1993912,0,0,0,1,1
410988.0,Saba Sazonov,819,h,1993912,2,2,25,3,32
413758.0,Pablo Ramón,56,a,1993912,3,4,60,2,69
422961.0,Andrés Martín,56,a,1993912,0,0,27,7,41
423108.0,Julen Agirrezabala,56,a,1993912,1,6,13,0,27
423973.0,Manu Hernando,56,a,1993912,0,4,21,3,28
424675.0,Francho Serrano,819,h,1993912,2,4,29,3,43
431570.0,Juan Carlos Arana,56,a,1993912,0,0,0,0,0
444244.0,Ramón Terrats,819,h,1993912,0,4,23,3,38
444264.0,Facu González,56,a,1993912,0,1,6,1,8
448397.0,Álvaro Mantilla,56,a,1993912,2,5,34,14,65
469329.0,Andrés García,819,h,1993912,0,2,25,2,40
472904.0,Gustavo Puerta,56,a,1993912,0,0,49,2,54
484251.0,Sebastián Boselli,819,h,1993912,0,1,0,0,3
485481.0,Maguette Gueye,56,a,1993912,3,1,13,0,17
523331.0,Alberto Risco,819,h,1993912,0,0,2,1,3
538158.0,Yassir Zabiri,56,a,1993912,0,0,6,1,7
541900.0,Jorge Salinas,56,a,1993912,1,2,24,3,40
586240.0,Sergio Martínez,56,a,1993912,0,0,18,2,20
