playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
75919.0,Kiko Femenía,819,a,1993897,3,2,24,1,35
106525.0,Denis Suárez,60,h,1993897,0,3,18,5,31
115917.0,Jonny Otto,60,h,1993897,2,2,28,1,38
134695.0,Enes Ünal,819,a,1993897,0,0,11,6,17
141044.0,Antonio Sivera,60,h,1993897,3,6,12,0,31
243262.0,David Soria,819,a,1993897,13,12,3,2,35
280060.0,Toni Martínez,60,h,1993897,1,0,8,4,13
303268.0,Carles Aleñá,60,h,1993897,1,0,8,0,10
323236.0,Mariano Díaz,60,h,1993897,0,0,3,4,8
332990.0,Djené Dakonam,819,a,1993897,1,4,32,1,39
344073.0,Orel Mangala,819,a,1993897,0,0,31,6,37
344120.0,Ander Guevara,60,h,1993897,0,0,4,0,4
347874.0,Nahuel Tenaglia,60,h,1993897,5,5,47,4,62
389191.0,Zaid Romero,819,a,1993897,1,1,34,1,43
403803.0,Martín Satriano,819,a,1993897,0,2,10,6,18
409467.0,Antonio Blanco,60,h,1993897,2,0,37,3,43
409740.0,Abdel Abqar,819,a,1993897,3,7,19,2,31
410988.0,Saba Sazonov,819,a,1993897,2,1,5,1,9
424575.0,Ville Koski,60,h,1993897,2,3,47,2,54
444244.0,Ramón Terrats,819,a,1993897,3,4,20,2,32
444254.0,Pablo Ibáñez,60,h,1993897,0,1,23,6,31
447835.0,Abde Rebbach,60,h,1993897,1,1,7,7,27
469329.0,Andrés García,819,a,1993897,2,1,19,2,31
471047.0,Mario Martín,819,a,1993897,3,0,17,2,23
484251.0,Sebastián Boselli,819,a,1993897,0,0,1,0,1
506205.0,Ángel Pérez,60,h,1993897,0,0,9,2,20
514695.0,Aitor Mañas,60,h,1993897,0,0,2,2,4
519969.0,Youssef Enriquez,60,h,1993897,1,0,7,0,13
523331.0,Alberto Risco,819,a,1993897,0,0,3,1,5
544767.0,Jean Valou,819,a,1993897,0,0,3,0,4
546572.0,Mikel Rodríguez,60,h,1993897,0,1,9,5,16
568737.0,Davinchi,819,a,1993897,0,3,5,1,16
