playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
108100.0,Pedro Bigas,833,h,1993910,1,1,3,1,7
128967.0,João Cancelo,65,a,1993910,0,1,8,3,12
130331.0,Andreas Christensen,65,a,1993910,1,0,71,2,74
137031.0,Ezequiel Ponce,833,h,1993910,0,0,5,0,5
261212.0,Dani Olmo,65,a,1993910,0,0,15,0,15
300447.0,Raphinha,65,a,1993910,1,1,14,2,20
301019.0,Jules Koundé,65,a,1993910,0,0,14,1,16
349669.0,Anthony Gordon,65,a,1993910,0,0,13,0,13
357388.0,Gonzalo Villar,833,h,1993910,2,1,37,5,46
368091.0,Eric García,65,a,1993910,5,0,57,9,81
390240.0,Germán Valera,833,h,1993910,0,1,22,4,37
391082.0,Fer Niño,833,h,1993910,1,0,10,7,18
392646.0,Karim Adeyemi,65,a,1993910,1,0,10,9,20
402087.0,Tete Morente,833,h,1993910,1,1,11,5,23
402197.0,Pedri,65,a,1993910,3,1,38,4,46
402862.0,Víctor Chust,833,h,1993910,12,1,43,4,65
419616.0,Federico Redondo,833,h,1993910,4,4,42,3,53
422824.0,Joan García,65,a,1993910,3,2,16,0,27
422916.0,Matías Dituro,833,h,1993910,9,18,25,0,58
422937.0,Gavi,65,a,1993910,1,0,11,2,14
423282.0,David Affengruber,833,h,1993910,2,4,35,6,50
432384.0,Facundo Buonanotte,833,h,1993910,0,0,3,2,7
438351.0,Martim Neto,833,h,1993910,0,0,8,3,11
448050.0,Marc Aguado,833,h,1993910,1,1,20,3,25
463838.0,Fermín López,65,a,1993910,2,1,25,5,34
480249.0,Lamine Yamal,65,a,1993910,1,2,21,5,29
508339.0,Ali Houary,833,h,1993910,0,1,24,4,30
510360.0,Buba Sangaré,833,h,1993910,0,1,19,6,34
512879.0,Gerard Martín,65,a,1993910,0,2,56,0,58
516414.0,Lucas Cepeda,833,h,1993910,0,0,9,0,10
534796.0,Marc Bernal,65,a,1993910,1,2,31,8,42
591617.0,Xavi Espart,65,a,1993910,1,3,43,5,59
