playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
82989.0,Isco,54,h,1993909,0,1,7,1,10
83686.0,Marc Bartra,54,h,1993909,2,4,36,4,46
125211.0,Héctor Bellerín,54,h,1993909,1,2,42,5,57
270504.0,Álex Remiro,68,a,1993909,9,14,24,1,55
297203.0,Pablo Fornals,54,h,1993909,4,2,44,6,62
298839.0,Mikel Oyarzabal,68,a,1993909,1,0,14,2,17
313542.0,Carlos Soler,68,a,1993909,1,1,54,6,64
315566.0,Igor Zubeldia,68,a,1993909,3,4,62,6,75
318505.0,Yangel Herrera,68,a,1993909,3,1,40,2,46
323148.0,Marc Roca,54,h,1993909,2,5,49,0,56
355110.0,Sergio Gómez,68,a,1993909,0,0,26,1,31
362501.0,Cucho Hernández,54,h,1993909,2,0,12,5,19
364315.0,Antony,54,h,1993909,3,0,37,2,44
367583.0,Aihen Muñoz,68,a,1993909,0,0,6,1,11
367857.0,Ander Barrenetxea,68,a,1993909,0,0,11,4,17
377285.0,Takefusa Kubo,68,a,1993909,0,0,12,4,18
382631.0,Rodrigo Riquelme,54,h,1993909,0,1,25,5,32
400185.0,Arsen Zakharyan,68,a,1993909,0,0,1,1,6
402206.0,Natan,54,h,1993909,1,3,47,2,53
407080.0,Luka Sucic,68,a,1993909,4,0,25,3,33
407138.0,Beñat Turrientes,68,a,1993909,0,1,23,2,26
422957.0,Fran García,54,h,1993909,1,1,37,5,51
428066.0,Orri Óskarsson,68,a,1993909,0,0,6,8,14
432475.0,Nelson Deossa,54,h,1993909,0,0,4,0,4
448208.0,Álvaro Valles,54,h,1993909,8,7,13,0,35
463961.0,Jon Aramburu,68,a,1993909,0,3,43,3,61
495459.0,Jon Martín,68,a,1993909,0,0,62,8,70
512611.0,Facundo Bernal,54,h,1993909,2,2,30,3,37
546574.0,Alex Marchal,68,a,1993909,0,1,7,2,11
551186.0,Pablo García,54,h,1993909,0,0,6,0,6
