playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
80758.0,Florian Lejeune,64,h,1993915,1,6,40,2,49
106525.0,Denis Suárez,60,a,1993915,2,0,17,4,29
115917.0,Jonny Otto,60,a,1993915,2,2,21,3,28
135345.0,Álvaro García,64,h,1993915,0,1,4,3,9
141044.0,Antonio Sivera,60,a,1993915,7,11,6,0,29
236575.0,Unai López,64,h,1993915,5,5,36,2,60
280060.0,Toni Martínez,60,a,1993915,0,0,9,3,12
303268.0,Carles Aleñá,60,a,1993915,0,0,8,1,10
303629.0,Augusto Batalla,64,h,1993915,3,6,10,0,21
303800.0,Lucas Boyé,60,a,1993915,2,0,7,3,12
323236.0,Mariano Díaz,60,a,1993915,0,0,2,1,4
347874.0,Nahuel Tenaglia,60,a,1993915,3,4,18,4,35
372331.0,Andrei Ratiu,64,h,1993915,4,2,21,2,41
372469.0,Sergio Camello,64,h,1993915,1,1,15,3,22
386230.0,Jorge de Frutos,64,h,1993915,0,0,11,5,19
386261.0,Dani Cárdenas,64,h,1993915,0,8,2,0,11
409467.0,Antonio Blanco,60,a,1993915,3,0,38,8,50
414212.0,Nicolás Valentini,60,a,1993915,0,0,5,0,5
422958.0,Óscar Valentín,64,h,1993915,0,1,8,0,10
422959.0,Isi Palazón,64,h,1993915,0,1,4,1,6
422960.0,Randy Nteka,64,h,1993915,0,0,11,4,15
422963.0,Pathé Ciss,64,h,1993915,0,2,30,3,35
424575.0,Ville Koski,60,a,1993915,0,1,23,2,26
444254.0,Pablo Ibáñez,60,a,1993915,3,3,29,5,41
444265.0,Fran Pérez,64,h,1993915,0,0,7,1,9
447835.0,Abde Rebbach,60,a,1993915,2,1,25,4,50
505924.0,Jozhua Vertrouwd,64,h,1993915,2,4,22,1,37
506205.0,Ángel Pérez,60,a,1993915,0,2,12,3,21
519969.0,Youssef Enriquez,60,a,1993915,0,1,15,0,23
531953.0,Pelayo Fernández,64,h,1993915,0,2,18,2,22
546572.0,Mikel Rodríguez,60,a,1993915,0,0,14,1,17
