playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
81523.0,Mathew Ryan,832,a,1993901,3,7,25,1,43
90115.0,Aïssa Mandi,832,a,1993901,3,3,58,2,66
129620.0,Jeremy Toljan,832,a,1993901,0,1,0,0,5
140772.0,Pere Milla,70,h,1993901,0,0,3,0,4
259393.0,Marko Dmitrovic,70,h,1993901,8,5,6,0,29
335696.0,Edu Expósito,70,h,1993901,1,1,46,3,53
344200.0,Unai Núñez,70,h,1993901,4,3,61,2,70
362623.0,Oriol Rey,832,a,1993901,0,0,24,2,26
374813.0,Manu Sánchez,832,a,1993901,2,1,53,7,73
382157.0,Pol Lozano,70,h,1993901,0,0,9,2,11
383780.0,Adrián de la Fuente,832,a,1993901,12,3,51,3,72
395708.0,Víctor García,832,a,1993901,0,0,13,0,17
398922.0,Tyrhys Dolan,70,h,1993901,0,0,24,5,31
401173.0,Urko González de Zárate,70,h,1993901,1,1,26,3,31
406937.0,Carlos Álvarez,832,a,1993901,0,0,12,2,14
407567.0,Iván Romero,832,a,1993901,0,0,9,3,12
413346.0,Jon Ander Olasagasti,832,a,1993901,2,3,10,7,24
419935.0,Clemens Riedel,70,h,1993901,2,7,58,7,74
430451.0,Jofre Carreras,70,h,1993901,0,0,4,2,6
445095.0,Karl Etta Eyong,832,a,1993901,0,0,3,1,4
448296.0,Roberto Fernández,70,h,1993901,0,0,7,5,12
449410.0,Omar El Hilali,70,h,1993901,0,1,26,4,49
464541.0,Marcos Fernández,70,h,1993901,0,0,0,0,0
467181.0,Enzo Bardeli,832,a,1993901,0,0,18,4,22
468761.0,Cala,70,h,1993901,0,1,20,4,25
506010.0,Javi Hernández,70,h,1993901,1,1,18,6,27
531460.0,Rafel Bauzà,70,h,1993901,0,0,11,1,13
541854.0,Paco Cortés,832,a,1993901,0,0,8,3,12
555136.0,Roger Hinojo,70,h,1993901,2,4,48,3,65
578266.0,Nacho Pérez,832,a,1993901,1,2,22,3,38
604365.0,Kareem Tunde,832,a,1993901,0,0,1,1,2
644082.0,Marc Santos,832,a,1993901,0,0,2,1,3
