playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
80758.0,Florian Lejeune,64,a,1993905,2,10,33,4,50
101613.0,Iván Balliu,64,a,1993905,1,2,17,7,40
110273.0,Odysseas Vlachodimos,67,h,1993905,5,13,11,0,34
135345.0,Álvaro García,64,a,1993905,1,1,7,4,17
236575.0,Unai López,64,a,1993905,2,4,23,5,34
286080.0,Gabriel Suazo,67,h,1993905,2,1,25,5,50
303629.0,Augusto Batalla,64,a,1993905,8,15,12,0,46
335041.0,Jon Guridi,67,h,1993905,1,0,18,1,22
337022.0,Chidera Ejuke,67,h,1993905,0,0,0,0,1
372331.0,Andrei Ratiu,64,a,1993905,0,2,16,8,40
372469.0,Sergio Camello,64,a,1993905,0,0,8,3,11
381550.0,Rubén Vargas,67,h,1993905,0,2,2,2,6
386230.0,Jorge de Frutos,64,a,1993905,1,1,11,3,17
388505.0,Lucien Agoumé,67,h,1993905,3,4,22,6,37
408735.0,Juan Iglesias,67,h,1993905,2,5,16,4,51
422958.0,Óscar Valentín,64,a,1993905,0,2,15,5,22
422959.0,Isi Palazón,64,a,1993905,2,0,9,4,18
422960.0,Randy Nteka,64,a,1993905,0,0,5,0,6
422963.0,Pathé Ciss,64,a,1993905,2,3,44,3,52
431509.0,Kike Salas,67,h,1993905,3,9,28,4,44
436617.0,Alemão,64,a,1993905,0,0,5,0,5
444265.0,Fran Pérez,64,a,1993905,0,0,5,1,7
448514.0,Pedro Díaz,64,a,1993905,0,0,9,0,11
454790.0,Robbie Ure,67,h,1993905,0,0,6,0,6
464952.0,Peque Fernández,67,h,1993905,0,0,10,1,12
469547.0,Manu Bueno,67,h,1993905,0,0,3,0,3
486031.0,Arouna Sangante,67,h,1993905,5,3,34,5,48
492362.0,Isaac Romero,67,h,1993905,1,0,7,5,14
507590.0,Miguel Sierra,67,h,1993905,1,2,8,5,18
511064.0,Oso,67,h,1993905,1,1,7,8,24
531953.0,Pelayo Fernández,64,a,1993905,1,2,6,1,10
621893.0,Nico Guillén,67,h,1993905,0,2,10,0,13
