Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
A. Romagnoli,Lazio,31,2899,6.55,3.6,61.21,3.35,55.56,0.16,0.18,0.56,4.19,4.94,0.56,0.16,0.03,0.19,0.0,0.0,0.06,0.0,0.31,30.0,0.0,0.0,0.09,66.67,0.06,50.0,0.03,100.0,0.0,0.09,33.33,0.43,57.14,0.47,0.28,0.0,43.28,0.22,0.37,56.81,93.28,22.82,86.53,3.23,98.08,24.68,98.49,53.3,95.75,3.45,55.86,18.53,34.82,0.01,0.03,0.0,0.0,0.0,0.0,0.03,5.09,84.76,0.16,40.0,0.09,0.0,0.03,0.03,7.82,73.02,0,,0,,0,0.0,0.0,0.0,,,2.45,,,0.0,0.0,0.0,0.0,0,0.0,32,8.51,58.76,-3.24,0.4,0.02,0.05,6.72,0.0,0.0,0.07,0.19,-0.06,0.0,-0.01,0.0,0.03,0.09,0.06,0.25,2.2,1.86,52.99,19.75,51.03,1.93,4.31,0.06,0.0,5.71,3.82,,4.0,2.55,8.1,5.0,90.59,0.06,0,0.06,0.19,0.07,49.83,16.26,15.69,0.56,0.12,0.62,0.18,0.0,CB
E. Ndicka,Roma,26,2896,8.33,6.4,69.42,4.57,58.5,0.12,0.18,0.31,3.76,5.43,1.06,0.16,0.0,0.34,0.09,0.09,0.13,0.03,0.65,28.57,14.286,0.0,0.03,100.0,0.03,100.0,0.0,0.0,0.0,0.09,100.0,1.15,59.46,0.96,0.5,0.03,33.47,0.16,1.03,49.6,92.48,15.97,82.3,3.26,96.19,26.1,98.57,45.56,94.82,4.01,65.89,20.75,37.11,0.01,0.16,0.0,0.03,0.03,100.0,0.03,3.88,75.2,0.31,60.0,0.09,66.67,0.16,0.0,5.63,68.51,0,,0,,0,0.0,0.0,0.0,,,2.33,,,0.0,0.0,0.0,0.0,0,0.0,31,15.54,64.4,-4.04,0.32,0.02,0.06,7.52,0.09,0.09,0.14,0.2,-0.04,0.69,-0.01,0.0,0.09,0.19,0.03,0.68,4.44,2.67,45.87,13.14,43.2,2.64,2.92,0.19,0.06,3.86,3.73,,4.2,4.13,6.13,10.01,93.42,0.07,0,0.13,0.2,0.14,41.8,14.67,13.47,1.2,0.31,1.56,0.22,0.22,CB
L. Østigård,Genoa,26,2859,7.62,3.93,69.6,5.54,68.75,0.13,0.18,0.79,4.75,6.65,1.2,0.22,0.0,0.47,0.16,0.16,0.09,0.13,0.6,57.89,26.316,0.0,0.06,100.0,0.03,100.0,0.03,100.0,0.0,0.06,100.0,0.35,54.55,0.85,0.5,0.0,36.17,0.22,0.44,52.41,89.55,16.53,77.71,1.51,93.75,29.4,95.93,47.28,92.68,5.07,60.25,20.71,39.23,0.01,0.13,0.0,0.0,0.0,0.0,0.0,4.28,71.32,0.31,20.0,0.31,30.0,0.06,0.06,7.93,62.7,0,,0,,0,0.0,0.0,0.0,,,0.91,,,0.0,0.0,0.0,0.0,0,0.0,30,11.8,64.53,-6.66,0.32,0.02,0.0,10.45,0.16,0.16,0.1,0.15,0.07,1.78,-0.01,0.0,0.06,0.35,0.06,0.19,2.74,3.81,46.93,12.85,43.82,3.05,3.05,0.06,0.09,4.97,5.48,,5.64,1.98,8.43,7.61,95.3,0.03,0,0.09,0.15,0.1,43.79,19.25,18.11,1.14,0.21,1.37,0.14,0.37,CB
A. Marcandalli,Genoa,23,2817,6.2,4.28,59.7,3.51,51.82,0.0,0.0,0.32,3.64,4.95,0.73,0.13,0.0,0.35,0.0,0.0,0.02,0.0,0.16,40.0,0.0,0.06,0.35,54.55,0.0,0.0,0.35,54.55,0.06,0.13,75.0,1.57,36.73,0.73,1.18,0.19,27.12,0.29,0.38,38.59,85.43,18.02,76.06,3.48,97.25,12.2,95.03,34.7,89.32,3.55,50.45,18.46,33.56,0.02,0.22,0.0,0.0,0.0,0.0,0.16,4.63,68.97,0.51,50.0,0.1,33.33,0.19,0.19,6.61,71.98,0,,0,,0,0.0,0.0,0.0,,,1.41,,,0.0,0.0,0.0,0.0,0,0.0,32,11.57,53.04,-13.98,0.47,0.05,0.41,14.57,0.06,0.06,0.04,0.12,-0.02,0.0,0.04,3.0,0.1,0.06,0.19,0.58,2.56,1.82,32.97,13.71,30.99,1.79,3.19,0.26,0.03,4.76,5.62,,6.62,-0.42,7.79,6.14,88.03,0.09,0,0.02,0.12,0.04,33.32,23.38,19.84,3.54,0.06,0.48,0.39,0.0,CB
F. Baschirotto,Cremonese,29,2764,9.61,6.84,62.38,3.61,46.85,0.26,0.32,1.2,5.08,6.25,1.3,0.07,0.0,0.29,0.07,0.07,0.04,0.07,0.29,55.56,22.222,0.0,0.23,14.29,0.0,0.0,0.2,16.67,0.0,0.1,66.67,0.72,36.36,0.52,0.49,0.07,26.8,0.13,0.26,41.06,85.96,15.17,71.67,3.0,97.83,18.63,94.93,35.72,91.43,5.14,51.27,21.11,38.77,0.0,0.0,0.0,0.0,0.03,100.0,0.0,4.17,59.38,0.62,15.79,0.33,20.0,0.1,0.03,5.7,64.57,0,,0,,0,0.0,0.0,0.0,,,2.28,,,0.0,0.0,0.0,0.0,0,0.0,29,14.0,56.74,-10.88,0.37,0.0,0.0,14.04,0.07,0.07,0.04,0.14,0.03,1.75,0.0,,0.07,0.16,0.03,0.26,4.27,1.69,35.3,10.87,32.66,2.64,2.48,0.1,0.07,3.68,5.76,,6.22,3.39,6.19,7.94,95.31,0.07,0,0.04,0.14,0.04,36.41,17.0,15.66,1.35,0.11,0.8,0.27,0.19,CB
M. Gabbia,Milan,26,2763,5.96,3.52,70.37,3.55,61.47,0.07,0.08,0.72,3.42,4.24,0.81,0.13,0.0,0.1,0.0,0.0,0.06,0.0,0.46,21.43,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.13,50.0,0.65,0.46,0.03,37.04,0.2,0.2,48.73,92.31,13.13,76.43,2.54,97.44,29.09,99.33,45.05,95.88,3.62,49.55,21.75,39.13,0.0,0.07,0.0,0.0,0.0,0.0,0.03,4.14,72.44,0.33,0.0,0.36,9.09,0.07,0.0,5.93,71.43,0,,0,,0,0.0,0.0,0.0,,,1.69,,,0.0,0.0,0.0,0.0,0,0.0,30,8.66,62.78,-4.89,0.27,0.0,0.06,7.69,0.0,0.0,0.06,0.13,-0.06,0.0,0.0,,0.0,0.1,0.0,0.06,2.48,2.18,44.98,10.04,43.19,1.79,3.0,0.0,0.03,4.24,3.75,,3.81,2.15,6.39,5.44,92.1,0.05,0,0.06,0.13,0.06,43.0,14.86,13.79,1.07,0.14,1.07,0.07,0.0,CB
F. Tomori,Milan,28,2741,8.77,6.07,56.76,1.48,51.11,0.43,0.52,0.56,4.89,5.92,1.15,0.23,0.03,0.33,0.0,0.0,0.03,0.0,0.33,20.0,0.0,0.03,0.69,23.81,0.0,0.0,0.62,26.32,0.0,0.1,66.67,1.12,29.41,0.53,0.26,0.1,42.49,1.54,0.23,52.08,89.41,20.78,82.78,5.12,98.08,19.34,94.91,48.17,93.12,3.25,47.47,18.1,29.56,0.02,0.1,0.03,0.03,0.03,100.0,0.07,6.24,83.68,1.12,50.0,0.3,33.33,0.3,0.16,8.04,73.06,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.0,0.0,0.0,0.0,0,0.0,33,9.95,52.81,-7.19,0.4,0.04,0.13,10.59,0.03,0.03,0.05,0.09,-0.03,0.0,0.01,1.5,0.07,0.07,0.16,0.33,3.45,0.76,46.56,17.2,44.86,1.54,5.22,0.56,0.1,5.87,5.52,,6.31,2.46,8.3,5.25,83.06,0.1,0,0.03,0.09,0.05,51.26,16.19,15.68,0.51,0.06,0.64,0.2,0.0,CB
A. Buongiorno,Napoli,27,2739,7.66,5.91,63.89,4.17,61.42,0.07,0.09,0.3,3.81,5.47,1.61,0.1,0.0,0.3,0.0,0.0,0.05,0.0,0.23,28.57,0.0,0.03,0.23,42.86,0.23,42.86,0.0,0.0,0.03,0.1,100.0,1.31,55.0,0.53,0.82,0.1,42.52,0.3,0.79,58.85,92.18,19.88,84.13,4.86,96.62,24.87,98.02,56.06,94.67,2.56,42.31,17.68,27.66,0.01,0.03,0.0,0.0,0.03,100.0,0.03,5.39,82.93,0.53,37.5,0.2,33.33,0.13,0.1,6.21,68.25,0,,0,,0,0.0,0.0,0.0,,,3.32,,,0.0,0.0,0.0,0.03,0,0.0,33,13.9,63.59,-4.02,0.34,0.02,0.05,7.82,0.03,0.03,0.06,0.22,-0.05,0.0,0.02,3.0,0.1,0.07,0.1,0.72,3.78,2.56,54.25,16.73,53.07,1.08,4.47,0.2,0.07,4.24,4.6,,5.19,2.47,7.03,8.84,83.0,0.08,0,0.05,0.22,0.06,50.18,14.01,12.38,1.63,0.1,0.46,0.2,0.0,CB
B. Djimsiti,Atalanta,33,2725,10.93,7.43,76.89,5.32,54.66,0.4,0.52,0.59,4.82,6.28,0.56,0.13,0.0,0.13,0.0,0.0,0.07,0.0,0.46,21.43,0.0,0.0,0.1,33.33,0.03,100.0,0.07,0.0,0.03,0.1,0.0,0.5,20.0,0.69,0.56,0.0,35.31,0.4,0.3,51.26,90.85,16.78,79.53,3.8,94.78,24.37,97.83,48.02,92.98,3.14,60.0,18.11,27.16,0.02,0.07,0.0,0.0,0.0,0.0,0.03,3.93,78.15,0.23,42.86,0.07,0.0,0.07,0.03,5.58,62.13,0,,0,,0,0.0,0.0,0.0,,,1.68,,,0.0,0.0,0.0,0.0,0,0.0,34,15.46,65.6,-4.18,0.33,0.04,0.06,9.15,0.0,0.0,0.09,0.15,-0.07,0.0,-0.02,0.0,0.0,0.1,0.03,0.1,5.71,2.91,46.57,13.35,44.65,1.88,3.07,0.1,0.0,3.47,4.69,,5.09,5.84,6.14,10.14,80.15,0.07,0,0.07,0.15,0.09,46.24,13.28,12.07,1.21,0.15,0.99,0.22,0.0,CB
T. Kristensen,Udinese,24,2669,8.16,4.82,66.43,5.19,59.74,0.1,0.12,0.54,4.86,5.81,0.81,0.13,0.0,0.47,0.1,0.1,0.05,0.1,0.37,54.55,27.273,0.0,0.17,40.0,0.0,0.0,0.17,40.0,0.0,0.4,41.67,1.35,35.0,0.64,0.74,0.13,28.76,0.3,0.34,42.02,87.08,14.7,72.71,2.8,98.8,20.1,95.97,37.8,90.54,4.05,56.67,20.52,38.33,0.0,0.03,0.0,0.03,0.03,100.0,0.0,4.15,67.48,0.51,20.0,0.34,50.0,0.07,0.07,6.34,68.09,0,,0,,0,0.0,0.0,0.0,,,1.21,,,0.0,0.0,0.0,0.0,0,0.0,28,13.49,58.5,-11.0,0.35,0.0,0.0,12.92,0.1,0.1,0.05,0.14,0.05,2.0,0.0,,0.17,0.2,0.07,0.47,3.2,3.1,36.59,10.69,34.22,2.3,2.8,0.1,0.17,4.32,5.43,,6.31,1.85,7.08,7.89,95.32,0.07,0,0.05,0.14,0.05,36.92,19.18,17.17,2.0,0.14,1.0,1.08,0.27,CB
L. Ranieri,Fiorentina,27,2661,8.25,4.8,69.01,3.28,51.55,0.81,1.09,0.41,4.13,5.55,0.71,0.27,0.03,0.88,0.03,0.03,0.05,0.0,0.47,21.43,7.143,0.0,1.05,41.94,0.98,37.93,0.07,100.0,0.1,0.54,56.25,1.62,62.5,0.85,0.61,0.03,32.37,0.51,0.88,45.42,85.85,20.83,76.95,3.01,96.63,17.05,94.64,37.95,93.05,6.53,50.26,20.79,35.78,0.02,0.24,0.0,0.03,0.03,100.0,0.2,6.7,67.68,1.59,44.68,0.68,50.0,0.34,0.41,7.75,75.11,0,,0,,0,0.0,0.0,0.0,,,1.39,,,0.0,0.0,0.0,0.03,0,0.0,34,11.4,60.83,-11.07,0.46,0.04,0.44,14.15,0.03,0.03,0.07,0.11,-0.02,0.6,-0.02,0.0,0.3,0.1,0.44,1.01,3.31,1.69,38.99,16.03,35.31,3.28,4.53,0.71,0.34,5.82,6.43,,7.03,1.22,8.36,6.93,78.26,0.07,0,0.05,0.11,0.07,40.62,20.58,19.08,1.5,0.12,1.16,1.33,0.07,CB
Mario Gila,Lazio,25,2661,8.35,5.01,66.22,3.55,60.95,0.54,0.63,0.64,4.5,5.22,0.64,0.1,0.03,0.24,0.0,0.0,0.05,0.0,0.3,22.22,0.0,0.0,0.03,100.0,0.0,0.0,0.03,100.0,0.0,0.17,80.0,1.66,46.94,0.44,1.22,0.17,41.74,0.27,0.85,59.12,92.56,24.42,86.84,4.13,97.54,25.13,97.44,53.78,95.16,5.31,66.24,20.65,39.07,0.01,0.07,0.0,0.03,0.03,0.0,0.0,6.6,80.0,0.37,45.45,0.24,42.86,0.2,0.03,10.15,80.67,0,,0,,0,0.0,0.0,0.0,,,3.08,,,0.0,0.0,0.0,0.0,0,0.0,31,11.74,60.23,-3.61,0.41,0.02,0.0,7.44,0.0,0.0,0.06,0.17,-0.05,0.0,-0.01,0.0,0.14,0.07,0.03,0.78,3.32,2.16,54.72,21.21,51.18,3.52,5.28,0.17,0.1,8.19,4.4,,5.28,3.07,11.37,7.07,85.84,0.07,0,0.05,0.17,0.06,50.09,22.7,20.26,2.44,0.1,0.6,0.34,0.0,CB
M. Frese,Hellas Verona,28,2596,8.63,7.42,66.36,2.77,57.5,0.31,0.35,0.35,3.4,3.79,1.53,0.28,0.0,0.87,0.07,0.07,0.08,0.0,0.69,55.0,10.0,0.0,1.46,28.57,1.39,30.0,0.07,0.0,0.14,0.24,28.57,1.21,42.86,0.9,0.42,0.03,18.13,0.69,0.66,26.56,74.8,12.13,64.29,3.78,93.58,6.8,79.59,21.49,83.55,3.64,40.95,19.59,33.32,0.07,0.9,0.03,0.0,0.0,0.0,0.24,3.74,52.78,1.77,33.33,0.38,9.09,0.28,0.52,5.79,61.08,0,,0,,0,0.0,0.0,0.0,,,1.11,,,0.31,0.1,33.33,1.07,0,0.0,31,13.45,58.76,-24.2,0.46,0.26,0.9,25.2,0.07,0.07,0.15,0.12,-0.01,0.88,-0.07,0.0,0.07,0.38,0.42,0.52,4.92,1.59,19.87,7.8,17.95,1.49,1.97,0.59,0.03,3.54,6.69,,7.38,1.25,6.21,7.9,83.74,0.14,0,0.08,0.12,0.15,26.76,23.21,21.64,1.57,0.3,2.58,0.9,0.26,CB
M. Kempf,Como,31,2546,7.0,4.28,64.46,5.87,62.65,0.04,0.06,0.64,4.21,6.93,0.88,0.11,0.0,0.35,0.14,0.14,0.09,0.11,0.67,31.58,21.053,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.25,57.14,1.24,40.0,1.06,1.06,0.18,42.63,0.6,0.64,57.09,90.59,19.16,79.34,3.5,97.98,28.21,96.62,53.2,94.22,3.85,41.28,19.78,33.88,0.01,0.07,0.0,0.0,0.04,0.0,0.07,6.43,69.78,0.74,33.33,0.42,33.33,0.28,0.0,6.4,70.72,0,,0,,0,0.0,0.0,0.0,,,2.44,,,0.0,0.0,0.0,0.0,0,0.0,34,14.46,60.88,-6.4,0.34,0.02,0.12,9.41,0.14,0.14,0.1,0.13,0.05,1.56,-0.01,0.0,0.14,0.21,0.0,0.5,2.76,3.68,51.72,15.2,50.13,1.59,4.49,0.25,0.14,4.53,5.37,,6.12,0.88,7.46,8.8,74.88,0.06,0,0.09,0.13,0.1,49.63,15.03,12.9,2.14,0.18,1.35,0.5,0.28,CB
J. Lucumí,Bologna,27,2500,8.17,5.98,70.48,2.77,57.14,0.11,0.17,0.58,3.85,5.97,0.79,0.18,0.0,0.29,0.04,0.04,0.03,0.04,0.22,16.67,16.667,0.0,0.07,100.0,0.07,100.0,0.0,0.0,0.0,0.18,100.0,1.69,46.81,0.32,1.19,0.04,37.87,0.25,0.65,55.76,89.86,19.22,80.15,4.39,93.44,25.45,96.46,49.39,93.0,6.3,65.14,20.2,35.23,0.0,0.07,0.0,0.0,0.04,0.0,0.04,6.26,73.56,0.61,47.06,0.5,28.57,0.25,0.07,8.82,75.1,0,,0,,0,0.0,0.0,0.0,,,2.92,,,0.0,0.0,0.0,0.0,0,0.0,29,13.07,63.09,-6.71,0.34,0.0,0.07,10.14,0.04,0.04,0.03,0.14,0.01,1.33,0.0,,0.18,0.04,0.07,0.79,4.21,1.58,50.11,15.4,45.93,4.1,4.6,0.29,0.14,6.62,5.65,,6.55,1.62,10.01,8.25,86.21,0.08,0,0.03,0.14,0.03,46.04,21.74,19.16,2.58,0.07,0.48,0.39,0.09,CB
L. Valenti,Parma,27,2458,9.23,5.97,68.71,3.04,54.22,0.26,0.3,0.7,4.87,5.68,0.92,0.26,0.0,0.44,0.0,0.0,0.02,0.0,0.51,21.43,0.0,0.0,0.81,13.64,0.66,16.67,0.15,0.0,0.0,0.37,60.0,2.2,48.33,0.48,1.03,0.11,26.62,0.33,0.62,39.51,79.8,16.66,63.96,2.89,92.41,16.07,94.53,33.25,87.67,5.49,41.33,21.92,39.82,0.04,0.44,0.04,0.0,0.04,0.0,0.0,5.86,57.5,0.92,12.0,0.51,21.43,0.15,0.18,7.84,58.88,0,,0,,0,0.0,0.0,0.0,,,1.43,,,0.07,0.04,100.0,0.0,0,0.0,27,13.58,57.68,-18.01,0.42,0.1,0.0,20.2,0.0,0.0,0.06,0.04,-0.02,0.0,-0.04,0.0,0.22,0.11,0.11,1.06,4.1,1.65,31.53,10.66,29.15,2.27,3.37,0.11,0.11,4.62,7.98,,9.12,0.11,8.87,7.83,91.04,0.07,0,0.02,0.04,0.06,35.85,24.74,21.87,2.87,0.06,1.42,1.03,0.0,CB
C. Kabasele,Udinese,35,2418,9.34,6.18,72.29,3.91,60.0,0.04,0.05,0.71,4.84,6.14,1.23,0.19,0.04,0.37,0.11,0.11,0.06,0.07,0.33,66.67,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,57.14,1.71,50.0,0.33,0.19,0.04,22.7,0.07,1.0,31.34,86.7,8.86,65.13,1.94,100.0,17.2,96.1,27.88,91.99,3.46,44.09,20.06,33.83,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.2,40.68,0.26,42.86,0.26,42.86,0.11,0.0,3.8,49.02,0,,0,,0,0.0,0.0,0.0,,,1.38,,,0.0,0.0,0.0,0.0,0,0.0,30,14.26,65.01,-12.11,0.28,0.0,0.0,13.3,0.11,0.11,0.06,0.18,0.05,1.83,0.0,,0.15,0.22,0.0,0.86,4.47,2.35,27.17,5.77,25.65,1.53,0.89,0.11,0.11,1.86,4.17,,5.02,4.32,3.99,9.27,80.6,0.06,0,0.06,0.18,0.06,32.04,12.45,11.86,0.59,0.19,1.03,0.81,0.34,CB
A. Bastoni,Internazionale,27,2392,8.01,6.17,62.8,3.88,58.25,0.45,0.68,0.23,3.69,5.59,1.69,0.23,0.0,2.11,0.04,0.04,0.08,0.04,0.56,33.33,6.667,0.11,3.42,42.86,3.24,41.86,0.08,50.0,0.49,0.68,61.11,1.92,56.86,1.09,2.33,0.19,54.52,0.98,0.79,68.44,86.81,23.52,76.96,7.04,98.93,27.35,92.3,57.49,93.85,7.64,52.71,19.67,38.23,0.08,1.05,0.04,0.08,0.04,100.0,0.75,9.44,73.71,4.4,50.43,1.43,42.11,0.94,1.43,10.2,83.03,0,,0,,0,0.0,0.0,0.0,,,1.54,,,0.0,0.0,0.0,0.0,0,0.0,28,13.81,59.13,-8.37,0.34,0.12,1.1,13.19,0.15,0.15,0.16,0.14,-0.04,0.5,0.03,1.38,0.42,0.19,1.47,1.09,3.87,2.26,59.41,18.1,53.95,4.03,6.96,2.22,0.6,8.47,9.03,,9.86,-1.85,12.53,8.17,85.43,0.1,0,0.08,0.14,0.16,62.53,20.04,16.31,3.73,0.13,0.9,1.09,0.06,CB
M. Bianchetti,Cremonese,33,2358,8.09,5.73,65.33,3.74,60.2,0.23,0.29,0.57,4.12,5.14,1.11,0.15,0.0,0.15,0.0,0.0,0.03,0.0,0.15,0.0,0.0,0.04,0.19,40.0,0.15,25.0,0.04,100.0,0.04,0.15,50.0,0.73,52.63,0.46,0.27,0.0,29.66,0.53,0.57,42.79,83.59,19.35,71.4,3.02,96.2,15.76,94.19,35.23,90.57,7.37,51.3,22.18,40.54,0.01,0.08,0.04,0.04,0.0,0.0,0.04,5.76,54.3,0.8,14.29,0.61,18.75,0.19,0.08,8.05,64.93,0,,0,,0,0.0,0.0,0.0,,,1.91,,,0.0,0.0,0.0,0.0,0,0.0,27,11.49,61.46,-13.41,0.45,0.02,0.09,16.41,0.04,0.04,0.04,0.2,-0.03,0.0,0.03,4.0,0.08,0.0,0.08,0.38,3.74,2.25,35.77,13.82,31.91,3.78,3.13,0.11,0.11,5.23,7.02,,7.37,0.72,8.32,7.06,87.33,0.07,0,0.03,0.2,0.04,37.75,22.04,21.32,0.72,0.08,0.4,0.4,0.0,CB
Bremer,Juventus,29,2346,7.63,4.87,74.02,5.83,50.0,0.12,0.17,0.42,3.91,5.69,0.81,0.19,0.0,0.38,0.15,0.15,0.12,0.12,0.58,53.33,26.667,0.12,0.08,50.0,0.0,0.0,0.08,50.0,0.0,0.23,16.67,1.04,37.04,1.11,0.69,0.04,35.95,0.27,0.35,50.14,91.05,14.85,79.59,1.92,92.0,28.62,97.72,46.27,94.2,3.8,53.54,20.49,33.46,0.05,0.31,0.04,0.0,0.0,0.0,0.23,5.6,76.03,0.27,14.29,0.23,16.67,0.19,0.04,6.79,75.14,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.0,0,0.0,26,14.27,58.6,-6.14,0.3,0.1,0.46,8.95,0.27,0.27,0.17,0.21,0.03,1.25,0.07,2.4,0.04,0.31,0.04,0.39,3.6,2.92,45.65,11.82,43.59,2.03,4.26,0.04,0.04,5.1,4.49,,5.14,2.49,7.48,8.36,90.23,0.04,0,0.12,0.21,0.17,43.58,17.16,15.58,1.58,0.28,1.33,0.53,0.34,CB
Y. Mina,Cagliari,31,2345,7.75,4.87,66.93,4.34,62.83,0.27,0.31,0.81,4.22,4.93,1.0,0.15,0.04,0.15,0.08,0.08,0.07,0.08,0.38,30.0,20.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.12,33.33,2.42,49.21,0.58,0.46,0.0,30.51,0.35,1.42,43.98,93.02,14.89,85.82,2.69,97.14,22.49,97.44,41.53,95.19,2.38,58.06,19.53,36.27,0.0,0.08,0.0,0.0,0.0,0.0,0.0,2.38,69.35,0.19,40.0,0.08,0.0,0.04,0.0,4.72,65.85,0,,0,,0,0.0,0.0,0.0,,,1.77,,,0.0,0.0,0.0,0.0,0,0.0,26,14.2,62.16,-5.67,0.34,0.0,0.0,6.98,0.08,0.08,0.07,0.18,0.01,1.14,0.0,,0.04,0.11,0.0,1.19,3.26,2.73,40.91,12.78,39.53,1.38,1.65,0.08,0.0,3.11,3.07,,4.3,3.45,5.18,8.83,90.19,0.06,0,0.07,0.18,0.07,38.26,13.54,12.34,1.2,0.18,0.99,0.31,0.21,CB
G. Maripán,Torino,32,2336,11.48,7.17,77.42,4.51,45.3,0.46,0.55,0.69,5.47,6.56,1.04,0.15,0.0,0.35,0.08,0.08,0.08,0.04,0.42,54.55,18.182,0.0,0.19,20.0,0.12,33.33,0.08,0.0,0.0,0.12,66.67,0.69,50.0,0.69,0.27,0.04,23.04,0.19,0.23,37.68,84.76,16.14,74.22,1.7,95.45,16.34,95.05,34.02,89.58,3.47,41.11,19.76,33.12,0.01,0.19,0.0,0.0,0.0,0.0,0.04,4.51,62.39,0.39,40.0,0.35,22.22,0.23,0.04,6.86,65.17,0,,0,,0,0.0,0.0,0.0,,,1.08,,,0.0,0.0,0.0,0.0,0,0.0,27,15.99,63.86,-11.46,0.43,0.03,0.11,15.24,0.08,0.08,0.09,0.19,0.0,1.0,-0.01,0.0,0.08,0.23,0.04,0.34,5.55,2.04,31.94,11.98,30.48,1.43,2.81,0.16,0.08,4.47,5.74,,6.09,5.39,7.13,10.21,86.52,0.05,0,0.08,0.19,0.09,34.52,20.65,19.87,0.78,0.23,1.22,0.35,0.23,CB
T. Heggem,Bologna,27,2305,8.82,7.18,70.65,3.48,39.33,0.12,0.18,0.39,3.63,5.45,1.17,0.0,0.04,0.31,0.0,0.0,0.03,0.0,0.2,40.0,0.0,0.0,0.04,100.0,0.04,100.0,0.0,0.0,0.04,0.27,71.43,1.48,42.11,0.51,0.98,0.04,31.39,0.39,0.59,46.66,91.88,13.0,78.68,4.37,100.0,23.7,98.35,44.39,93.93,2.23,50.88,19.99,37.43,0.0,0.04,0.0,0.0,0.0,0.0,0.04,3.44,69.32,0.27,28.57,0.04,0.0,0.04,0.04,4.72,59.5,0,,0,,0,0.0,0.0,0.0,,,3.36,,,0.0,0.0,0.0,0.0,0,0.0,27,15.11,59.95,-5.4,0.28,0.0,0.09,8.12,0.0,0.0,0.03,0.15,-0.03,0.0,0.0,,0.19,0.08,0.04,0.62,5.07,1.37,42.87,10.23,41.7,1.13,2.38,0.08,0.0,2.81,3.79,,4.65,4.17,5.7,9.06,85.37,0.09,0,0.03,0.15,0.03,40.21,14.18,11.74,2.44,0.07,0.5,0.67,0.0,CB
