playerId,playerName,teamId,h_a,matchId,shotOpenPlay,shotCounter,shotSetPiece,shotsTotal
56057.0,Yuri Berchiche,53,h,1993907,0,0,0,0
106586.0,Íñigo Ruiz de Galarreta,53,h,1993907,0,0,0,0
110273.0,Odysseas Vlachodimos,67,a,1993907,0,0,0,0
122117.0,Aymeric Laporte,53,h,1993907,0,0,0,0
238899.0,Alex Berenguer,53,h,1993907,2,0,0,2
255182.0,Iñaki Williams,53,h,1993907,2,0,0,2
279839.0,Yeray Álvarez,53,h,1993907,0,0,2,2
286080.0,Gabriel Suazo,67,a,1993907,0,0,0,0
332823.0,Unai Simón,53,h,1993907,0,0,0,0
335041.0,Jon Guridi,67,a,1993907,0,0,0,0
337022.0,Chidera Ejuke,67,a,1993907,0,1,0,1
362602.0,Gorka Guruzeta,53,h,1993907,1,0,1,2
381510.0,Oihan Sancet,53,h,1993907,3,0,0,3
388505.0,Lucien Agoumé,67,a,1993907,0,0,0,0
402663.0,Aitor Paredes,53,h,1993907,0,0,1,1
408449.0,Nico Williams,53,h,1993907,1,0,0,1
408735.0,Juan Iglesias,67,a,1993907,1,0,0,1
422820.0,Jesús Areso,53,h,1993907,0,0,1,1
422956.0,José Ángel Carmona,67,a,1993907,0,0,0,0
448284.0,Andrés Castrín,67,a,1993907,0,0,0,0
454790.0,Robbie Ure,67,a,1993907,0,0,0,0
464952.0,Peque Fernández,67,a,1993907,1,0,0,1
481851.0,Hugo Rincón,53,h,1993907,0,0,0,0
486031.0,Arouna Sangante,67,a,1993907,0,0,0,0
492362.0,Isaac Romero,67,a,1993907,1,0,0,1
507590.0,Miguel Sierra,67,a,1993907,1,0,0,1
511064.0,Oso,67,a,1993907,1,0,1,2
536242.0,Peio Canales,53,h,1993907,1,0,2,3
536243.0,Beñat Gerenabarrena,53,h,1993907,1,0,0,1
541704.0,Maroan Sannadi,53,h,1993907,0,0,0,0
605436.0,Julio Díaz,67,a,1993907,0,0,0,0
621893.0,Nico Guillén,67,a,1993907,0,0,0,0
