playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
73798.0,Thibaut Courtois,52,a,1993911,3,5,16,0,27
136741.0,Bernardo Silva,52,a,1993911,1,1,51,2,59
140772.0,Pere Milla,70,h,1993911,0,0,5,0,5
259393.0,Marko Dmitrovic,70,h,1993911,4,12,5,0,26
300713.0,Kylian Mbappé,52,a,1993911,2,1,30,6,42
318871.0,Trent Alexander-Arnold,52,a,1993911,1,2,6,2,13
322153.0,Denzel Dumfries,52,a,1993911,0,0,27,4,40
335696.0,Edu Expósito,70,h,1993911,1,3,39,4,47
337782.0,Vinícius Júnior,52,a,1993911,0,0,9,4,15
344200.0,Unai Núñez,70,h,1993911,2,1,35,1,39
344644.0,Federico Valverde,52,a,1993911,4,1,60,1,67
345957.0,Ibrahima Konaté,52,a,1993911,1,1,72,1,75
361696.0,Vanja Drkusic,70,h,1993911,1,1,6,1,9
363496.0,Marc Cucurella,52,a,1993911,1,0,18,2,25
369109.0,Eduardo Camavinga,52,a,1993911,0,0,13,0,13
379868.0,Jude Bellingham,52,a,1993911,6,0,31,2,39
382157.0,Pol Lozano,70,h,1993911,0,0,6,1,7
398922.0,Tyrhys Dolan,70,h,1993911,0,1,18,2,26
401173.0,Urko González de Zárate,70,h,1993911,0,0,28,0,28
415181.0,Arda Güler,52,a,1993911,4,0,34,3,49
419935.0,Clemens Riedel,70,h,1993911,0,4,22,0,26
430451.0,Jofre Carreras,70,h,1993911,0,0,2,2,4
437583.0,Álvaro Carreras,52,a,1993911,0,2,32,0,38
448296.0,Roberto Fernández,70,h,1993911,0,0,8,2,10
449410.0,Omar El Hilali,70,h,1993911,0,0,17,2,40
468761.0,Cala,70,h,1993911,0,0,15,8,25
468852.0,Dean Huijsen,52,a,1993911,1,2,73,0,76
506010.0,Javi Hernández,70,h,1993911,0,0,15,1,17
516341.0,Carlos Espí,52,a,1993911,0,0,2,1,3
531460.0,Rafel Bauzà,70,h,1993911,1,0,8,0,9
555136.0,Roger Hinojo,70,h,1993911,2,3,33,4,45
557000.0,Yan Diomande,52,a,1993911,1,0,9,1,14
