playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
84008.0,Marcos Alonso,62,h,1993899,8,3,58,3,73
91242.0,Iago Aspas,62,h,1993899,3,1,15,3,22
98126.0,Ante Budimir,131,a,1993899,0,0,1,1,2
101238.0,Moi Gómez,131,a,1993899,0,0,10,0,10
119189.0,Rubén García,131,a,1993899,1,0,22,2,30
249960.0,Lucas Torró,131,a,1993899,1,2,44,7,54
296723.0,Ionut Radu,62,h,1993899,6,17,21,0,46
336251.0,Kike Barja,131,a,1993899,0,0,24,3,32
369497.0,Javi Galán,62,h,1993899,2,2,27,8,46
374638.0,Alejandro Catena,131,a,1993899,10,5,73,2,90
378626.0,Carl Starfelt,62,h,1993899,0,0,20,0,20
381673.0,Jon Moncayola,131,a,1993899,0,0,16,3,22
381674.0,Sergio Herrera,131,a,1993899,4,4,8,0,19
383924.0,Raúl García,131,a,1993899,2,0,14,1,17
386622.0,Sergio Carreira,62,h,1993899,1,0,19,4,30
395321.0,Aimar Oroz,131,a,1993899,0,0,5,1,6
396158.0,Ferran Jutglà,62,h,1993899,0,0,5,1,6
409030.0,Ilaix Moriba,62,h,1993899,0,1,58,2,61
427001.0,Hugo Álvarez,62,h,1993899,0,0,12,3,19
441888.0,Jones El Abdellaoui,62,h,1993899,0,0,5,1,7
444227.0,Williot Swedberg,62,h,1993899,0,0,9,2,11
444253.0,Jorge Herrando,131,a,1993899,2,4,32,2,40
447853.0,Jonathan Dubasin,131,a,1993899,1,1,17,3,23
459082.0,Pablo Durán,62,h,1993899,0,0,9,5,14
461771.0,Abel Bretones,131,a,1993899,2,2,39,2,50
462768.0,Miguel Román,62,h,1993899,3,1,67,5,80
463588.0,Javi Rueda,62,h,1993899,1,0,16,1,24
474267.0,Iker Muñoz,131,a,1993899,1,3,29,0,35
508331.0,Javi Rodríguez,62,h,1993899,2,4,63,3,75
517618.0,Iñigo Arguibide,131,a,1993899,0,3,29,3,45
518928.0,Asier Osambela,131,a,1993899,10,4,54,6,74
528001.0,Yoel Lago,62,h,1993899,1,3,53,0,57
