playerId,playerName,teamId,h_a,matchId,passLongBallAccurate,passLongBallInaccurate,shortPassAccurate,shortPassInaccurate,passTotal
73798.0,Thibaut Courtois,52,h,1993904,1,3,19,0,24
136741.0,Bernardo Silva,52,h,1993904,1,3,62,5,74
247995.0,Gonçalo Guedes,68,a,1993904,0,0,9,1,10
270504.0,Álex Remiro,68,a,1993904,13,9,15,0,45
298839.0,Mikel Oyarzabal,68,a,1993904,1,0,20,5,26
300713.0,Kylian Mbappé,52,h,1993904,3,1,33,2,39
313542.0,Carlos Soler,68,a,1993904,1,1,20,1,24
315566.0,Igor Zubeldia,68,a,1993904,0,1,17,2,25
317541.0,Brahim Díaz,52,h,1993904,0,0,12,0,13
318505.0,Yangel Herrera,68,a,1993904,1,2,36,2,41
322153.0,Denzel Dumfries,52,h,1993904,1,0,41,2,46
337782.0,Vinícius Júnior,52,h,1993904,0,1,24,6,33
344644.0,Federico Valverde,52,h,1993904,2,1,55,3,61
345957.0,Ibrahima Konaté,52,h,1993904,2,1,50,1,54
355110.0,Sergio Gómez,68,a,1993904,6,1,60,6,89
363496.0,Marc Cucurella,52,h,1993904,1,1,23,3,31
367857.0,Ander Barrenetxea,68,a,1993904,1,0,7,2,11
369109.0,Eduardo Camavinga,52,h,1993904,1,0,16,1,18
377285.0,Takefusa Kubo,68,a,1993904,0,1,12,3,17
379868.0,Jude Bellingham,52,h,1993904,2,0,38,2,42
407080.0,Luka Sucic,68,a,1993904,4,0,51,1,60
407138.0,Beñat Turrientes,68,a,1993904,1,0,71,1,74
415181.0,Arda Güler,52,h,1993904,5,1,36,4,49
428066.0,Orri Óskarsson,68,a,1993904,0,0,7,3,10
437583.0,Álvaro Carreras,52,h,1993904,0,2,32,1,37
463961.0,Jon Aramburu,68,a,1993904,1,1,29,3,39
468852.0,Dean Huijsen,52,h,1993904,4,3,65,0,73
495459.0,Jon Martín,68,a,1993904,1,0,49,2,52
516341.0,Carlos Espí,52,h,1993904,0,0,0,0,0
546570.0,Luken Beitia,68,a,1993904,5,2,51,1,59
557000.0,Yan Diomande,52,h,1993904,0,1,3,2,7
599413.0,Job Ochieng,68,a,1993904,0,0,9,4,14
